id,followers,username,own_time,last_time,Hop,Non_follower
27133902,1039296,6lack,0,667808,-1,0
1141332959305314305,2,officiial_anas,656807,656807,1,0
1616408764596322304,1,SebazMoon,651506,651506,1,0
138553155,707,lifeetbc,587484,591160,1,0
912664927,1186,MCMXCVI_A,569670,569670,1,0
1270246300102123521,499,SathulaBongani,550805,550805,0,1
1504146425864765442,37,YoungDr37448565,496319,496319,1,0
833736721,198,SurafaleA,494941,667808,2,0
421582380,307,JesusWuzzAJew,486821,486821,1,0
1254469954692435976,1146,ExtremelyKole,486287,667808,1,0
1312434349560692738,42,slaw803,422893,422893,1,0
816156441912315905,383,Rlph_XX,418844,418844,1,0
1306618145759735811,1073,KCYON3,407510,667808,2,0
1041024289334616064,33,pninasasson,389702,389702,1,0
1415905283583393795,1,idkgod18,383120,383120,1,0
710934762458845185,39,QuovadisW,381503,381503,1,0
1248592962252148742,219,tiaalh_,337925,406353,1,0
350016249,178,jbarrett195,486615,486615,1,0
1486172533,146,missashleh,315446,315446,1,0
2253197456,1437,admirethegirl,308027,308027,1,0
86613430,254,_LaLucky,304603,304603,1,0
1234963754464485376,101,2hard2kiII,300926,300926,1,0
3395804534,90,goodhumanstan,277656,277656,1,0
794567376989601792,288,rajenn714,252744,252744,1,0
1616257112,356,imdrizzy_ng,230265,667808,1,0
3302068367,312,Justmonaja,223721,223721,1,0
21603140,1011,robjhump,217087,217087,2,0
2169749384,72,moeluvlyj_long,198241,198241,1,0
1074569904702062593,23,DonnyFebles,184894,184894,0,1
1299338976344539138,15,sabrina_muhree,163156,163156,1,0
1460763980,73,zizzofalolu_17,148110,148110,1,0
1477358778773352453,205,jordaniiaa_,144762,144762,1,0
155971700,1366,Skeezy89,136434,667808,2,0
1328308881827782659,355,vvsgideon1,134636,667808,0,1
1243891093210640384,191,andrew_3stacks,130672,130672,0,1
158433221,2145,mcknz02,125512,667808,3,0
1270224446662627335,35,Justpatrick12,124970,124970,1,0
1626382249691172864,24,jeantopaz3,122022,122022,0,1
1457478433034932232,150,oloyedey4u0,120287,120287,0,1
142888110,102,MesWilliams,119549,119549,2,0
1377371360,7,SteedSimon,116761,116761,1,0
3123628639,907,AgwomJoshua,116043,667808,2,0
1338447866788974592,229,kamo05121,114190,114190,2,0
1209308920935792640,122,WisdomOchei,113380,113380,1,0
797045770692083712,150,bavii94,108947,108947,1,0
820561930289053696,1419,arnold_notes1,108882,667808,1,0
1582070715255328769,491,capitalgains_zw,102440,102440,1,0
1534106416373452802,1970,4StarboyymiEezy,97868,667808,2,0
2471763136,1183,Booitii,96959,667808,3,0
3780297193,94,SevyPay100,95798,95798,1,0
1329058571267547138,15,OhhyeahhJordan,85916,85916,1,0
132429304,38,PRPLNNJATRTL,85547,85547,1,0
1329143401615400965,43,MicahRo53546999,79127,79127,1,0
803185814314319872,191,dece_tutt,78887,78887,1,0
868517310788763650,67,drop_that_joint,78856,78856,1,0
1124797244698505217,568,slowlytxx,78238,78308,1,0
1147970821383696389,64,goldengodnora,75486,75486,2,0
1225898068320702465,353,overratedFrank,74766,667808,3,0
1157314060192538624,2,ID3NT1TY19,73218,73218,2,0
1318654757796458497,153,xamitexmusic,68520,68520,0,1
1116004095456894979,693,switcherooooo,66702,667808,2,0
842741072610574336,4233,splendor_obasi,66696,667808,2,0
1612373697976832000,131,e_o_b__99,66478,66478,2,0
1024039185324367873,93,MlohDj,65528,65528,1,0
1167540548284104704,522,real_favoryt,63659,667808,2,0
1229905363350192130,174,Jamie_ose,63572,667808,3,0
1386619871811686403,15,David61271273,62445,62445,0,1
1621805313287458817,2,LILDOPEXT,62161,62161,0,1
1414597496274395143,1067,MJayLeso,61873,667808,2,0
1183317920090382336,383,_grim_umar,61485,667808,2,0
1470213320217145345,379,kaiokev,61402,61402,1,0
801957679,6611,Chukky_Alozie,61370,667808,2,0
1512810092428771330,7,BoitumelloNA96,60591,60591,1,0
1496638055540744198,99,SIRTWAK_,59802,59802,0,1
1665399054,301,AzBold08,58509,667808,1,0
345544880,7340,kylaaaa__,57840,667808,2,0
1169994864332853248,2134,oluwatobi_x,57638,667808,2,0
43014530,1097,LisoIsCold,56752,56752,1,0
1157511763,56,barbiecaruso31,56540,56540,1,0
527726187,275,TheKolorBlue,56482,667808,2,0
855493100,1550,Hadassxh,55512,667808,2,0
753980126,245,Nsuami_Boursier,55035,55035,3,0
804309374,2177,thisfreedreamer,54979,54979,1,0
1627987259298545665,1,sanjuanita_f,54581,54581,0,1
435011866,3496,Theleaguesmusic,53821,667808,1,0
1266054363031711744,5493,TysonMthembu_,53228,667808,1,0
1589497809488822272,440,ThandiMkhize9,51686,51686,0,1
1612807927768797189,0,zeing_aer,51439,51439,1,0
1387725168202637314,18,Tommywenceslaus,51206,51206,1,0
441666623,3269,sami_incredible,51133,667808,2,0
1619412995402080257,121,shalala_simonda,51077,154273,1,0
1480204800,8761,gifkeyboard,49608,116445,0,1
2927982057,3667,Oshorenoya_,47973,667808,1,0
999313375350976513,371,_Summerhuz,47872,667808,2,0
521011911,48,bragabrunoo97,47554,47554,2,0
831754839071784960,132,OzukumAyang,47085,47085,0,1
4088715447,1515,deejjerry,46812,667808,1,0
1194046882827378695,89,1Luv1King,46412,46412,1,0
1211874157878603776,6,mariellehabibti,45746,45746,1,0
1099380107188277259,22,trey_figueroa,44868,44868,1,0
932641792578727936,197,luuciti_,44582,44582,2,0
4817218460,246,blerd87,44561,223423,1,0
1638744933162192896,67,jadiep00hh,44416,667808,3,0
103426592,1378,URBANTHAMAN,43400,667808,2,0
1517075267365314561,420,blairhxxy414,45910,667808,3,0
946716372,607,mselenaz,43334,131038,1,0
1324617874309287936,2335,BobyRae_,58490,667808,2,0
1160998352911101953,975,slimesrirracha,42009,569294,1,0
1583794478766346240,31,Markenio7,41577,41577,1,0
4038785165,543,clb_haze,41467,667808,1,0
993132780757442562,1346,M_EX__Mngambi,40172,667808,1,0
4506108435,44,hitback_,39672,39672,1,0
1264099969176342528,185,kyngxxxz,39117,667808,1,0
527684231,736,_Dakol,38047,667808,1,0
797580819120406528,1113,fayorseyadams,37948,667808,1,0
1075420120783220741,43,liza_overheard,37635,37635,1,0
28189337,702,HeyEskee,37209,38722,2,0
361239201,627,nathaliavbraz,37226,37226,1,0
3411003424,248,calebromero829,37169,37169,1,0
1457380254662733826,1099,BiggCwesi,37164,667808,3,0
1267552385553088519,290,jalaadayy,36476,50139,3,0
491457681,291,Sybotic,35991,35991,1,0
943994467966771200,236,enchanthoneyy,35173,35173,0,1
1387885166425776130,743,Kutlwayne_,35100,667808,1,0
879842035976605697,1356,_MaGatyeni_,35100,667808,2,0
1200567756611112960,36,allenrixxx,35033,35033,0,1
78455925,650,sahanaj,34711,68266,1,0
271679201,345,keontaenorm,34672,667808,1,0
61343396,1698,RicDiaghe,33916,667808,1,0
1019362524947460096,15,carlosaresjr,33414,33414,0,1
1059168296916975617,133,FolaRanking001,32649,32649,3,0
844784174,98,Fijian_flow727,31938,31938,1,0
1562442030,38,phinaldol,31854,31854,0,1
1384983901802799113,25,katie10160676,31053,31053,0,1
1286220727746564097,1676,__Dipronesis542,30888,667808,2,0
3043472897,477,SPHAMANDLAKOKI,30821,667808,2,0
1599960819525210113,8,rileytown4,30351,30351,1,0
1379371302,4688,darlytheboy,30288,667808,2,0
194512111,140,NayBleedsGreen,29626,95371,1,0
1634313418667700235,191,Oluwatobitweet_,29575,29575,0,1
1379864533142007818,346,OmahVibeZz,29550,667808,0,1
56174569,195,MTCMCMXCI,39664,39664,1,0
740289692256587777,952,alexiia_CAMps,26617,26617,1,0
3645725489,53,Greyguzz,26045,26045,0,1
1626503711152394241,5,n0xxxstar,25628,25628,0,1
19729275,338,LordNazie,25563,25563,1,0
2758599058,114,mwakayanga,25447,667808,3,0
294689931,4633,djzhiro1,25421,667808,2,0
180727748,2133,akosua_win,22966,667808,2,0
801586727307661312,307,sxrxhdm,22851,22851,0,1
1429121215403380743,382,Darkgold37,22822,22822,1,0
1203633554036600833,386,Adesanya__,22601,667808,2,0
936730549934321664,1473,BoutSurvival,22198,667808,1,0
3318408462,217,q_baiz,21959,667808,1,0
4754526016,13532,Sharon_R_Nyika,21907,667808,2,0
1037752338180653057,2329,pperezzzzz,21688,667808,1,0
3042743665,225,Nellbeecky,21507,667808,3,0
957733672995688449,459,iamchantel_b,21292,667808,1,0
1967674176,194,Inioluwa_luv,21303,21303,0,1
718486457611120640,1614,darrieWRLD,20515,667808,1,0
940151790498209792,997,sonOfUtopia,20114,667808,1,0
994902391827914752,461,96Kilo,19852,667808,1,0
1310264530442878977,1711,g0os3_bumps,19513,19513,1,0
1131999997342441472,453,Theolaa24,40896,667808,2,0
745812969154445312,648,Jriveee,18172,18172,1,0
94532034,9974,Wejood26,18070,18070,1,0
1525440651797610497,507,tkibanedmai,18008,667808,2,0
1205830089314840576,841,sparo__x,17625,667808,3,0
1267220075590885377,124,Thokoza39124720,17676,20554,1,0
1509172260875259905,1129,stanyelyah,17506,667808,1,0
1148299901819924481,249,ptrkrnr,17461,17461,1,0
1535443522706366464,531,AstralDemonKaos,17417,29766,1,0
1461316773588918280,1101,GIRLTAKER147,17264,667808,3,0
952604455,855,TakamaruReviews,17051,17051,0,1
804466784250249221,1214,_theprincealex,16970,667808,1,0
1169952206507917312,439,el_Vee__,16949,667808,2,0
1396407068760887297,5395,kaysArkye,16896,667808,2,0
1600315707606056960,6,kopo_sibusiso,16708,16708,1,0
1268503415342104577,72,agabs___,16402,16402,0,1
43563273,577,ceddytowa,16197,566216,2,0
1555651289404645377,33,ChorkorCowboy,15308,667808,2,0
2455037295,203,just_in_polo,15197,33944,1,0
999597415463342080,893,Nkole_,15124,667808,1,0
730696537685250048,1412,JustKlaiv,15041,667808,1,0
1082041967150841857,5020,Gilbert4L,14835,667808,2,0
1210130392868630528,532,stfuthug,14584,667808,1,0
913027399914225664,1623,sizzn_,14410,667808,1,0
1095326715251998721,7268,_UsangaKelvin,14104,667808,1,0
709177344574025730,4188,aylodotsol,14023,667808,1,0
1288827768453705729,324,iluvvhead,14021,43207,1,0
213231285,454,beenFredy,13741,667808,2,0
1311640911210778625,1119,Alhaji__Musa__,13721,667808,1,0
3672291447,2489,olaforshow,13722,667808,1,0
623537483,231,Mascarchota1,13363,667808,1,0
1308711169532792832,1446,OjekaCollinsma2,13180,667808,1,0
1481876205393559557,510,IAMDOUBLEXBABY,12540,667808,3,0
1558962081147363328,53,VAyiwe,12346,12346,0,1
2942874411,21,MarcAtkinson777,12342,12342,1,0
939947125659467776,21,lilspoonin,12190,12190,1,0
1613793038458933250,242,Paskieyy,11902,11902,1,0
1319718926234910721,111,kreativeplug,11894,11894,1,0
1286779656352530436,1972,Gyimmi1,11515,667808,1,0
1508218325041565696,65,TweetKp4,11446,11446,1,0
1556663036642983936,11,sambubob,11110,11110,0,1
960933878901936129,2810,zintlevac,10846,667808,2,0
3809298014,95,mindful_manny,10575,10575,1,0
86558391,692,kaosisochvkwu,10164,667808,1,0
1175723603599536128,2066,ConriqueWillia2,10078,667808,1,0
1093130823593807874,446,I_rexBlacck,10415,667808,3,0
1584302765123276801,16,ZweMccober,9800,9800,0,1
977932236292087809,1216,Micaiah99,9599,667808,2,0
563131708,1009,nathi_sonke,9194,667808,2,0
1592127093084753921,141,didubrushyet99,9170,9170,1,0
1163797004721561601,955,thabzabroe,8921,667808,2,0
1013827937651609600,26,dan_shako,8549,8549,1,0
1502329580656472069,39,Artitudezay,8238,8238,1,0
1447050788,7292,panhoracy,7757,7757,1,0
961309709155250176,248,mahnlikegatana,7650,7650,1,0
35257357,351,tannamariesings,7609,130429,1,0
1587238849893339138,22,ArturoParkerXYZ,7490,7490,1,0
1257299274989056000,43,Dmdfaji,7194,7194,3,0
1551837972982804481,147,adolgutierrez1,7113,7113,0,1
3295201415,1002,hd_kuypers,6532,667808,1,0
3929277376,1338,middlechighld,6464,667808,1,0
1304083257500340224,28,tysavage_savage,6250,6250,1,0
325845891,785,ggiovanii8,6207,34811,1,0
1160370024457986050,586,FendiMani,5918,667808,1,0
1468911102788521990,479,PrinceSanele11,5863,19907,1,0
1394546036702515201,13,ArianaS62549147,5654,5654,1,0
1095504941370748931,226,AmiraJowers,5602,5602,1,0
2838023613,158,GypsyKingGK,5184,667808,1,0
1535638039434764291,43,Prince832324772,5017,5017,0,1
1285433135522439170,8,manlikeastro,4993,4993,1,0
1521088017565462528,118,seez_blacktree_,4884,667808,1,0
575880348,2506,eujeffersonh,4734,4734,0,1
857654243314077696,817,Believer_Global,4562,667808,1,0
1439219161,49,Drblaqq,4499,4499,0,1
235781815,194,ItsMeT96,4435,4435,1,0
1315072966301016064,334,dckempire,4338,4338,1,0
183258321,421,HaREtHEDuKE15,5506,5506,1,0
1232213776453292033,90,iriartep11,4272,4272,1,0
1862562738,19,SuzzyWilson2,3736,3736,1,0
4478710393,74,taint_whorelow,3493,3493,1,0
1141904551915720704,19,Alex_07_2,3453,3453,1,0
742401072853975040,27,mollullo,3376,3376,1,0
1188524655054938115,520,isahsulzz,3220,667808,1,0
393149455,351,thatJAIMESkid,3158,667808,1,0
1300953759011475456,13554,campbarbmarley,2731,667808,1,0
1559923150120435712,63,kekemuchacho1,2541,667808,1,0
98522867,1742,beeroe93,2537,115462,0,1
1619428731671515138,20,QTahshaar,2431,2431,0,1
1260441399255801857,22,1_sun_,1847,1847,1,0
452954624,41,084Corisma,1844,1844,1,0
1264705230261956608,89,kadvander,1713,1713,0,1
876096758,219,igor7_11,1726,667808,1,0
722376736676147200,1253,edensftrbnd,1680,667808,1,0
4515385754,21,StuartDepo,1478,1478,1,0
1279738301499543558,692,psychoyasminaa,1425,5459,1,0
1566680943062122497,506,bej3weled09,1388,667808,2,0
938648953113010177,1367,sayrahh_xx,1384,667808,1,0
2191960471,13359,XMPLMAG,5142,667808,1,0
994304853081034752,531,NomceboMokoena7,1330,667808,1,0
1267338408936067072,5105,YaniqueJLambert,1312,667808,2,0
2658258952,221,vs5340565,1295,1295,1,0
1555448395988316160,49,GoldLoopMenace1,1229,1229,1,0
1293691025337266184,14,ed2rummy,1199,1199,1,0
349503920,48,MairaWithAnI,1112,1112,1,0
1281453602578460672,297,_OfficialYt1,1101,21129,1,0
1091445985610481665,327,blaq_asuku,1076,667808,1,0
95803370,660,NicBehave,1058,667808,1,0
1264638270106828805,612,beaumsr,1049,667808,1,0
1006986270705414144,70,JJForPeteSake,912,912,1,0
1266177277995487237,42,_Squeakyyyy,878,878,1,0
1348110328916279296,53,DStarRAW_,758,758,1,0
736941726984605697,1187,iisaiahnana,665,667808,1,0
721515672472137728,4943,_c_l_o__,654,667808,1,0
1274612217376321536,123,bryme_,647,667808,1,0
67771990,5461,KMoreLife,610,610,1,0
745815178025963524,51,DantesDad916,545,667808,1,0
416727398,9637,SoururYalda,446,667808,1,0
1408379072586162182,130,elnegrodepr,445,445,1,0
1120450388262625280,504,Mahmudbaffa_,408,667808,1,0
881290305433161728,11,LazyKiwi04,363,363,1,0
1212529495711764480,21,TySouffrant,325,667808,1,0
1549583735225548806,25,MvsNinja,270,270,1,0
1509950125304598533,112,GOHILL99,251,667808,1,0
1079822450861531136,6296,DiaryOfKeysus,233,667808,3,0
1551614384635609093,100,iiamlethuyung,66025,66025,1,0
738512062830288896,1293,iadoredessy,205,667808,1,0
1110619631188959237,1053,Movichy_ZYM,201,667808,1,0
961475945382273025,307,VONNEYVONNERAY,200,667808,1,0
1251051475,490,AaronG2323,165,667808,1,0
441594076,911,_hiimchan,123,667808,1,0
958260676840968192,100,cinqueazy,87,87,1,0
1432189199004971009,227,vnxsilva,118,118,0,1
2881378237,404,_kenzxie,64,667808,1,0
1527030240916168708,34,MrRanking19,38,38,1,0
771007129742442496,5533,Wakas3rdCousin,30,667808,1,0
517938779,615,WyeBrown,667808,667808,2,0
25932897,3183,rajifusama,620073,620073,0,1
63559847,1389,justmedarnaii,594203,594203,1,0
111219100,485,Trappin_Soulz,584454,667808,1,0
1641319381127790598,24,wedyl4,575069,575069,0,1
1082666185634840577,82,siin_ciity,571867,571867,1,0
1009174934789218304,22,noeliaherreraaa,570549,570549,1,0
1359088299135168513,178,Blixsman,567788,667808,1,0
1186422153815777286,353,scroogebabymars,566441,667808,1,0
2587966653,268,Setraaaaa,566411,566411,1,0
134910210,1446,fega_rk,549005,667808,3,0
90144982,979,LiLBaBiK,548425,548425,1,0
1249166349110325250,30,devinS2me,511478,511478,1,0
1161474218548240385,1963,kvngofthesea,510530,667808,1,0
439433383,1187,angiee_lovv,507845,507845,1,0
922970806501683201,124,patrice_wishart,507663,534269,1,0
912174468650369024,114,lxyluv,506348,506348,1,0
219621107,3280,ifeanyicris,490998,667808,1,0
1105475486698872832,139,jxnnara,488745,488745,1,0
235348371,945,Lexxxnikol,486293,486293,1,0
350640413,843,AriesinVirgo,486022,486022,1,0
26559143,963,MonieMoe09,486022,667808,1,0
145472070,1289,Mocrimz,486190,667808,1,0
1445168365,507,Mayracaandela,485131,485131,1,0
375739816,210,BrownEyezBrinye,479877,479877,2,0
464282081,6494,mmolaigaone,471442,667808,2,0
1357354060613963776,831,SirWilliam_W,443638,443638,1,0
799297581658624001,233,NompumeleloM__,441554,667808,2,0
1251493286071734273,1823,collinsoshea__,402415,667808,2,0
819175294200225792,426,diamondtrvp,396573,667808,1,0
612192977,1406,RickFlairr_,377652,377652,0,1
1231325349599993857,316,DC_Chaser_,372983,667808,2,0
907712027036147713,2247,_MissNRN,364137,667808,2,0
1320421418723610632,326,ramsiz_,362884,667808,1,0
566044618,1578,Mubarak__oo,361613,667808,1,0
312985202,152,dreadhead3stack,345148,345148,1,0
1588242699643195399,410,JbfcTopMemba,340986,667808,2,0
1097924911635595269,730,SanakiLeslie,325110,667808,1,0
1362920731143770113,106,shemtree,324157,487405,3,0
1458196040587358217,61,paakow_jnrr,323574,667808,2,0
2557516189,477,killseptember,321541,667808,1,0
1233823853299798021,1,KayondaN,320871,320871,1,0
1223283206788657152,1394,dracoplaysdirty,319901,667808,1,0
87594960,3774,the_monAlicia,315776,667808,2,0
1017454195702681600,799,PhatJ8,314478,667808,1,0
306860879,278,nayynastie,313421,313421,1,0
2934324279,1031,mishaelly22,310709,667808,1,0
1054470450653335552,787,gomeznath23,310413,351483,1,0
1221605901624397825,359,postakal_,309056,309056,0,1
509202054,362,NyjahNyj,306901,306901,1,0
1271521692368752640,8,I_pulane,304711,304711,2,0
374133982,215,SurfyTheWave,303347,667808,1,0
1562271081872105472,174,hibuddyluv,302920,667808,1,0
1217860670399578120,23,ImGene,301955,301955,1,0
1256939180699107332,2902,15Asande,301793,667808,2,0
1437156317777432581,124,Satapatata,301551,301551,1,0
236231771,2706,CherryTNT_,300515,667808,1,0
2688495071,608,kg_dari,298652,667808,2,0
1382756855068393477,486,blackveraldo,289958,667808,1,0
890626988,513,Roddgers021,277360,277360,2,0
1502661423477964802,91,peacelovejer,260984,260984,0,1
828539133643653120,2887,SemajThatWay,256861,488771,1,0
874400106,469,__qxsc_,255813,255813,1,0
797165679208202240,74,Kea_Mosolotsane,232724,232724,2,0
498451810,1191,LetMeTlkMyShyt,228278,228278,1,0
264203055,263,Mxnyawi,227908,227908,1,0
1126948232150515717,82,SDemboiz,227833,667808,1,0
1287376606433075200,2,Punkunush_,227712,227712,0,1
2948614553,7158,ndinani__,227657,667808,2,0
116933102,72,paaulosouuza,227216,227216,1,0
749489223611260930,169,liiissetgarcia,226068,226068,1,0
409358700,431,GayaTosh,223640,223640,1,0
581878234,516,legenderifilms,223406,223406,1,0
154790871,791,ScorpioDelizia,222890,667808,2,0
64526358,893,_cayleejadee,219807,667808,2,0
816804521053745152,972,wiza_chibale,209269,667808,1,0
1580733009396998146,79,JoshuaIsiguzo_,203852,667808,2,0
956274789857062912,701,__Ndaba,190536,667808,1,0
886745946872262656,457,hummingbird658,188019,667808,2,0
191839467,1004,whereiswale,186497,667808,2,0
2453115763,68,clasicxchrome,182539,182539,1,0
1638402020947230721,10,SimosezweN33727,181574,181574,1,0
1340920411651887104,178,DomCobb14,177247,177247,1,0
1399175913435242496,8,Juan29312285,604278,604278,1,0
50714740,1067,QueenThuggin,165839,667808,3,0
1470529147,5842,emilyestrada39,165332,667808,1,0
2284246259,1224,payno_heart1D,160422,160422,1,0
757736309062529024,173,ssubriya,160314,160314,1,0
1331732498716430336,389,ficklefeminist,157358,667808,3,0
715240068,1297,KingKB_1,153837,153837,2,0
1693307587,826,__RhiannonJade,153400,153400,1,0
1526380267451170816,27,AybeeRuby,153072,153072,1,0
1622831212027944962,16,ZuuLuuh_12,152223,152223,0,1
352017511,477,kingjustinv,151265,667808,1,0
1527253529894834181,244,acoffllc,146261,667808,3,0
1540011083456454657,343,breeeandrew,145443,667808,1,0
955394538197143552,52,morgiesketit,143822,143822,0,1
800764116881158144,2120,thesecondborn_,142918,667808,1,0
627375109,682,CrewKanikule,142764,164668,2,0
51970520,97,_niabailey,141423,667808,1,0
21171737,521,Wallyography,139544,139544,2,0
3098685534,1485,RandomlyAimless,136445,667808,2,0
470231033,487,C_Dilice,135873,135873,0,1
751928788439752704,29,rino0026,135350,135350,1,0
52828637,2152,dezzie516,135263,667808,1,0
1421828489515315210,16,dealingwithmybs,134666,134666,2,0
1577344287737536513,90,sweetchees___,133696,133696,3,0
1617055409113538562,166,KingColeVA,133531,133531,0,1
1180173969321791488,561,tokabokaaa,132289,132376,1,0
214731434,2455,drraagonboy,131858,667808,2,0
43189236,730,AWillByTheWay,131323,136297,1,0
228931869,530,kindanotmani,129661,129661,1,0
1423976632574951424,33,Gracee_laurenx,129607,129607,1,0
3375342137,943,Wehibbb,128928,568869,2,0
139517565,3146,tybarber_,128828,667808,1,0
1644929066,2222,sunhnity,128797,128797,0,1
876943026,1843,trvpic4l,128710,128710,1,0
3498513743,212,meriimanel,128019,566216,2,0
1084450948544692224,53,topherChriiis,125916,125916,1,0
87810315,564,wizrd_k,125408,125612,1,0
295852979,154,uNcL3LoK0,124965,124965,2,0
972363553,1345,AMVNDALYNN,124925,667808,2,0
1303416865373532160,128,LexFit4U,124713,124713,1,0
185618166,552,KxngKwame,124352,667808,1,0
20436728,1280,theSHINEprjct,124271,124271,1,0
1060953780991262721,4352,opeTubora_,124228,667808,2,0
221203908,1883,ssm_xoxobaby,124110,667808,1,0
1071774414818168834,920,TeeeeeLV,124084,667808,1,0
953611466506108928,2458,ZeeKansiime,124001,667808,1,0
1509097537625636873,34,shays_say2,123446,123446,1,0
1530033186989817856,116,SIVADTHEROYAL,118648,118648,0,1
55391324,528,YOgirlzBF,117422,117422,1,0
3352961590,957,gbemiova,116761,116761,1,0
1630558023629389824,1511,akuffubeaa,115532,667808,1,0
1096518985603076097,1045,Robsonstvnna,114348,580676,1,0
788887695393259520,64,Fyss_D,114333,114333,0,1
253826483,399,YaBoyIsTheTruth,112818,112818,2,0
438071496,290,Dyne_PhO,112621,112621,0,1
561672501,370,SirSavani,111780,667808,2,0
1098561358847766529,644,CHABADIILE,111087,667808,2,0
1204091816909430784,189,savvysensai,110845,110845,1,0
1495438194967519233,558,thetunde_azeez,110432,667808,1,0
3652602922,483,BecksBeckss,106488,667808,3,0
1087463733482393601,659,hesblonder,106377,431636,3,0
3385867733,880,vhictor_,106244,667808,2,0
2234259057,2395,maimbo_kush,104278,667808,2,0
103839807,2855,McMwiti,101310,667808,3,0
440669754,3256,_beingFrank_,98837,667808,4,0
953529239210471424,108,Bigskoolyy,98577,667808,1,0
1169648798634827778,423,dropsofmo_,98336,667808,2,0
2422808220,130,evvrry,97675,667808,3,0
171214072,2035,ajascogram,96255,667808,2,0
1405815695892533251,442,__ozie,94988,667808,3,0
420833763,862,_usherrr,94368,94368,1,0
4794675392,256,Thothi_N,94160,94160,1,0
315216445,552,IAmTatianaImani,93060,93060,0,1
199232443,596,DianaInnocent,92230,92230,1,0
1464001758615805959,0,BabyItsChelseyy,91703,91703,0,1
1185773258756546566,43,librascales1010,91385,667808,1,0
1360781131747102724,1332,CurlyHeavenn,87332,667808,1,0
1214897128356687873,43,Pablobillz1,86908,86908,1,0
1220143284166840320,524,LuvUnicki,86057,667808,2,0
328666050,401,smurffdurff69,86040,667808,4,0
159551228,1224,CallMeTave,85608,667808,1,0
785667382224293888,232,comradealex_,84602,84602,0,1
707543869,463,Kayla_H_650,84582,667808,3,0
319786012,811,_Emperorr,84558,667808,2,0
731451982116839424,104,Amadeus_Roy,84528,667808,2,0
175112622,905,LOFT_SSO,84355,667808,1,0
1531499119025463298,26,iamrealbayo,83815,83815,1,0
1240529423541010432,129,quatreroku,83484,83484,0,1
166345686,254,mermaid_ab,82264,82264,1,0
1277007935546306563,30,YoGirlLexii,82033,82033,1,0
1215501355714011136,133,mackey_jermaine,79914,667808,2,0
196823783,1247,vanillahontas,79912,667808,3,0
1051272894377025536,480,fleetchyeetos,79821,667808,3,0
50223029,1320,YoSoyKiea,84197,667808,2,0
67194322,661,pmarg77,79581,79581,1,0
1307920811316183040,51,CocoGabrielle3,79511,79511,2,0
1114905612624781312,508,EYucee,78637,667808,1,0
30080724,500,Drea_Duhh,78419,78419,1,0
1571944020548501506,9,Sapphirefloor,78376,78376,0,1
25639875,4610,BlooWoods,78204,667808,1,0
1583073746033823747,96,_NerriG91,78182,667808,1,0
1955354868,515,AKARENRDRGZ,78114,78114,1,0
1482440929726316546,328,EmilyOniKabba,78031,667808,3,0
351292645,1227,thapolokiidd,77981,667808,1,0
1314233996675624962,177,Mzeemhot,77932,667808,2,0
1344955755892502529,284,seesosarun,77905,667808,2,0
1651158816,983,zannotti_,77888,667808,1,0
257538337,6644,evelyn__c,77809,77809,1,0
936163274743218176,1846,kafui_queen,77385,667808,2,0
1141765947734319106,2631,aldotgee,77241,667808,2,0
4825732160,868,earldawizrd430,76582,76582,2,0
61959613,1523,MrHunterSeals,75852,75852,1,0
3296873505,314,Ruben_micael1,75200,128542,0,1
959853381899706368,907,Yes_Dee_No2,74838,667808,3,0
1110816018,649,Blackrosess_,74784,667808,2,0
738800754773872640,215,WelshGamer88,74783,74783,0,1
1121944407471722501,206,iamhamzahridwan,74537,667808,2,0
630767815,1004,30gang_Dada,74550,74550,0,1
2959342203,193,WillyWonka4151,74197,150446,3,0
1636529399842455553,10,itsluluholly,73779,73779,1,0
2237112065,239,SirOla_,73768,73768,2,0
1056540500843511817,498,VictoryNichola1,73499,667808,3,0
1128610207758716928,180,dracon9an,72759,72759,0,1
1521467254898057216,3503,petiteback_,72699,667808,2,0
263049187,1827,Andi_Mbali,72675,667808,2,0
858179647,1863,Lmfeka_,72353,667808,2,0
132155390,483,SouthySavage,71964,71964,1,0
1360849708432916482,6425,NaughtyBoss_,70302,667808,2,0
1211725461450936320,50,AzurMaconnerie,69766,69766,0,1
1345050344561274881,380,SabaSpeaking,68919,69277,0,1
792355267392471040,467,Joshlamar_,68800,667808,2,0
61116252,262,Badiambo,68643,68643,1,0
2891642577,64,bekaa__aa,68386,68386,0,1
1591208010122084352,33,C__ssszr,68240,68240,1,0
3130214005,1409,Thatigboboy1,67967,667808,2,0
1446549921801203713,15,JBTheTherapist,67538,667808,1,0
770891435700805632,319,_cutestsyl,67301,667808,2,0
2886917674,952,clameronchowder,67256,67256,2,0
1321593108434477058,4874,Arclighttt,66614,667808,2,0
1859839506,5857,_TyonnaKeyz_,66611,667808,2,0
1199598879794176008,186,OmifeTension,66530,667808,2,0
2197378684,213,J_LasYorker,66180,66180,1,0
79539922,648,astoldbygab_,66019,66019,1,0
135700692,685,PhillyFrieza,64800,64800,1,0
958091204826222597,2713,damiben_el,64711,667808,1,0
1207976412466024448,280,seifwtf,64511,64511,1,0
1147359227129683968,197,heyitscandicia,64495,64495,1,0
1263257280725880835,600,Blavkson,64347,667808,2,0
