id,time,type
1268503415342104577,16402,reply
43563273,16197,reply
1555651289404645377,15308,reply
2455037295,15197,reply
999597415463342080,15124,reply
730696537685250048,15041,reply
1082041967150841857,14835,reply
1210130392868630528,14583,reply
913027399914225664,14410,reply
1095326715251998721,14104,reply
709177344574025730,14023,reply
1288827768453705729,14021,reply
213231285,13741,reply
1311640911210778625,13721,reply
3672291447,13683,reply
623537483,13363,reply
1308711169532792832,13180,reply
1481876205393559557,12540,reply
1558962081147363328,12346,reply
2942874411,12342,reply
939947125659467776,12190,reply
1613793038458933250,11902,reply
1319718926234910721,11894,reply
1286779656352530436,11506,reply
1508218325041565696,11446,reply
1556663036642983936,11110,reply
1556663036642983936_1,11091,reply
960933878901936129,10835,reply
3809298014,10575,reply
86558391,10164,reply
1175723603599536128,10078,reply
1093130823593807874,9973,reply
1584302765123276801,9800,reply
977932236292087809,9599,reply
563131708,9175,reply
1592127093084753921,9167,reply
1163797004721561601,8921,reply
1013827937651609600,8549,reply
1502329580656472069,8238,reply
1447050788,7752,reply
961309709155250176,7650,reply
35257357,7609,reply
1587238849893339138,7490,reply
1257299274989056000,7194,reply
1551837972982804481,7113,reply
3295201415,6532,reply
3929277376,6436,reply
1304083257500340224,6250,reply
325845891,6194,reply
1160370024457986050,5918,reply
1468911102788521990,5863,reply
1394546036702515201,5654,reply
1095504941370748931,5584,reply
2838023613,5184,reply
1535638039434764291,5017,reply
1285433135522439170,4993,reply
1521088017565462528,4878,reply
575880348,4734,reply
857654243314077696,4562,reply
1439219161,4499,reply
235781815,4435,reply
1315072966301016064,4338,reply
183258321,4310,reply
1232213776453292033,4272,reply
1862562738,3708,reply
4478710393,3493,reply
1141904551915720704,3436,reply
742401072853975040,3376,reply
1188524655054938115,3220,reply
393149455,3158,reply
1300953759011475456,2705,reply
1559923150120435712,2541,reply
98522867,2537,reply
1619428731671515138,2431,reply
1260441399255801857,1847,reply
452954624,1844,reply
1264705230261956608,1713,reply
876096758,1710,reply
722376736676147200,1680,reply
4515385754,1478,reply
1279738301499543558,1425,reply
1279738301499543558_1,1410,reply
1279738301499543558_2,1398,reply
1566680943062122497,1388,reply
938648953113010177,1384,reply
2191960471,1349,reply
994304853081034752,1330,reply
1267338408936067072,1312,reply
2658258952,1293,reply
1555448395988316160,1229,reply
1293691025337266184,1199,reply
349503920,1112,reply
1281453602578460672,1101,reply
1091445985610481665,1076,reply
95803370,1058,reply
1264638270106828805,1049,reply
1006986270705414144,912,reply
1266177277995487237,878,reply
1348110328916279296,758,reply
736941726984605697,665,reply
721515672472137728,654,reply
1274612217376321536,647,reply
67771990,610,reply
745815178025963524,545,reply
416727398,446,reply
1408379072586162182,445,reply
1120450388262625280,408,reply
881290305433161728,361,reply
1212529495711764480,325,reply
1549583735225548806,270,reply
1509950125304598533,251,reply
1079822450861531136,233,reply
1551614384635609093,232,reply
738512062830288896,205,reply
1110619631188959237,201,reply
961475945382273025,200,reply
1251051475,165,reply
441594076,123,reply
958260676840968192,87,reply
1432189199004971009,64,reply
2881378237,64,reply
1527030240916168708,38,reply
771007129742442496,28,reply
517938779,667808,quoted
25932897,620073,quoted
63559847,594203,quoted
111219100,584454,quoted
1641319381127790598,575069,quoted
1082666185634840577,571867,quoted
1009174934789218304,570549,quoted
1359088299135168513,567788,quoted
1186422153815777286,566441,quoted
2587966653,566411,quoted
134910210,549005,quoted
90144982,548425,quoted
1249166349110325250,511478,quoted
1161474218548240385,510530,quoted
439433383,507845,quoted
922970806501683201,507663,quoted
912174468650369024,506348,quoted
219621107,490998,quoted
1105475486698872832,488745,quoted
235348371,486293,quoted
350640413,486022,quoted
26559143,486022,quoted
145472070,485959,quoted
1445168365,485131,quoted
375739816,479877,quoted
464282081,471442,quoted
1357354060613963776,443638,quoted
799297581658624001,441554,quoted
1251493286071734273,402415,quoted
819175294200225792,396573,quoted
612192977,377652,quoted
1231325349599993857,372983,quoted
1231325349599993857_1,372966,quoted
907712027036147713,364137,quoted
1320421418723610632,362884,quoted
566044618,361600,quoted
312985202,345148,quoted
1588242699643195399,340984,quoted
1097924911635595269,325110,quoted
1362920731143770113,324157,quoted
1458196040587358217,323574,quoted
2557516189,321541,quoted
1233823853299798021,320871,quoted
1223283206788657152,319901,quoted
87594960,315776,quoted
1017454195702681600,314478,quoted
306860879,313421,quoted
2934324279,310709,quoted
1054470450653335552,310413,quoted
1221605901624397825,309056,quoted
509202054,306901,quoted
1271521692368752640,304711,quoted
374133982,303347,quoted
1562271081872105472,302201,quoted
1217860670399578120,301955,quoted
1256939180699107332,301793,quoted
1437156317777432581,301551,quoted
236231771,300515,quoted
2688495071,298652,quoted
1382756855068393477,289958,quoted
890626988,277360,quoted
1502661423477964802,260984,quoted
828539133643653120,256861,quoted
874400106,255813,quoted
797165679208202240,232724,quoted
498451810,228278,quoted
264203055,227908,quoted
1126948232150515717,227833,quoted
1287376606433075200,227712,quoted
2948614553,227657,quoted
116933102,227216,quoted
749489223611260930,226068,quoted
409358700,223640,quoted
581878234,223406,quoted
154790871,222890,quoted
64526358,219807,quoted
816804521053745152,209269,quoted
1580733009396998146,203852,quoted
956274789857062912,190536,quoted
886745946872262656,188019,quoted
191839467,186497,quoted
2453115763,182537,quoted
1638402020947230721,181574,quoted
1340920411651887104,177247,quoted
1399175913435242496,166222,quoted
50714740,165839,quoted
1470529147,165332,quoted
1299338976344539138_1,163156,quoted
2284246259,160422,quoted
757736309062529024,160314,quoted
1331732498716430336,157358,quoted
715240068,153837,quoted
1693307587,153400,quoted
1526380267451170816,153072,quoted
1622831212027944962,152223,quoted
352017511,151265,quoted
1527253529894834181,146261,quoted
1540011083456454657,145443,quoted
955394538197143552,143822,quoted
800764116881158144,142918,quoted
627375109,142764,quoted
51970520,141423,quoted
21171737,139544,quoted
3098685534,136445,quoted
470231033,135873,quoted
751928788439752704,135350,quoted
52828637,135263,quoted
1421828489515315210,134666,quoted
1577344287737536513,133696,quoted
1617055409113538562,133531,quoted
1577344287737536513_1,133462,quoted
1180173969321791488,132289,quoted
214731434,131858,quoted
43189236,131323,quoted
228931869,129661,quoted
1423976632574951424,129607,quoted
3375342137,128928,quoted
139517565,128828,quoted
1644929066,128797,quoted
876943026,128710,quoted
3498513743,128019,quoted
1084450948544692224,125916,quoted
87810315,125408,quoted
295852979,124965,quoted
972363553,124925,quoted
1303416865373532160,124713,quoted
185618166,124352,quoted
20436728,124271,quoted
1060953780991262721,124228,quoted
221203908,124110,quoted
1071774414818168834,124084,quoted
953611466506108928,124001,quoted
1509097537625636873,123446,quoted
1457478433034932232_1,120254,quoted
1530033186989817856,118648,quoted
55391324,117422,quoted
3352961590,116761,quoted
1630558023629389824,115532,quoted
1096518985603076097,114348,quoted
788887695393259520,114333,quoted
253826483,112818,quoted
438071496,112621,quoted
561672501,111780,quoted
1098561358847766529,111087,quoted
1204091816909430784,110845,quoted
1495438194967519233,110432,quoted
3652602922,106488,quoted
1087463733482393601,106377,quoted
3385867733,106244,quoted
2234259057,104278,quoted
103839807,101310,quoted
440669754,98837,quoted
953529239210471424,98577,quoted
1169648798634827778,98336,quoted
2422808220,97675,quoted
171214072,96255,quoted
1405815695892533251,94988,quoted
420833763,94368,quoted
4794675392,94160,quoted
315216445,93060,quoted
199232443,92230,quoted
1464001758615805959,91703,quoted
1185773258756546566,91385,quoted
1360781131747102724,87332,quoted
1214897128356687873,86908,quoted
1220143284166840320,86057,quoted
328666050,86040,quoted
159551228,85608,quoted
785667382224293888,84602,quoted
707543869,84582,quoted
319786012,84558,quoted
731451982116839424,84528,quoted
175112622,84355,quoted
1531499119025463298,83815,quoted
1240529423541010432,83484,quoted
166345686,82264,quoted
1277007935546306563,82033,quoted
1215501355714011136,79914,quoted
196823783,79912,quoted
1051272894377025536,79821,quoted
50223029,79780,quoted
67194322,79581,quoted
1307920811316183040,79511,quoted
1114905612624781312,78637,quoted
30080724,78419,quoted
1571944020548501506,78376,quoted
1124797244698505217_1,78238,quoted
25639875,78204,quoted
1583073746033823747,78182,quoted
1955354868,78114,quoted
1482440929726316546,78031,quoted
351292645,77981,quoted
1314233996675624962,77932,quoted
1344955755892502529,77905,quoted
1651158816,77888,quoted
257538337,77809,quoted
936163274743218176,77385,quoted
1141765947734319106,77241,quoted
4825732160,76582,quoted
61959613,75852,quoted
3296873505,75191,quoted
959853381899706368,74835,quoted
1110816018,74784,quoted
738800754773872640,74783,quoted
1121944407471722501,74537,quoted
630767815,74530,quoted
2959342203,74197,quoted
1636529399842455553,73779,quoted
2237112065,73768,quoted
1056540500843511817,73499,quoted
1128610207758716928,72759,quoted
1521467254898057216,72699,quoted
263049187,72675,quoted
858179647,72353,quoted
132155390,71964,quoted
1360849708432916482,70302,quoted
1211725461450936320,69766,quoted
1345050344561274881,68919,quoted
792355267392471040,68800,quoted
61116252,68643,quoted
2891642577,68386,quoted
1591208010122084352,68240,quoted
3130214005,67957,quoted
1446549921801203713,67538,quoted
770891435700805632,67301,quoted
2886917674,67256,quoted
1321593108434477058,66614,quoted
1859839506,66611,quoted
1199598879794176008,66530,quoted
2197378684,66180,quoted
1551614384635609093_1,66025,quoted
79539922,66019,quoted
135700692,64782,quoted
958091204826222597,64711,quoted
1207976412466024448,64504,quoted
1147359227129683968,64495,quoted
1263257280725880835,64347,quoted
1167540548284104704_1,63659,quoted
1336102853493071872,63005,quoted
26367982,62540,quoted
240550755,62361,quoted
914769176903995392,62271,quoted
387173839,62236,quoted
1179074749332443136,61856,quoted
26519433,61741,quoted
765257070945927168,61109,quoted
1321914632001388544,60530,quoted
871294027840315392,60289,quoted
2934654568,60277,quoted
1603447723046453253,59884,quoted
2763569676,59349,quoted
84966963,59346,quoted
1101603324011466752,58995,quoted
1324617874309287936_1,58490,quoted
1665399054_1,58471,quoted
909499482,57964,quoted
296990164,57904,quoted
1245489707632525315,57872,quoted
276639161,57849,quoted
1130570910120009729,57737,quoted
812149888012189696,57593,quoted
1488246588,57416,quoted
4741432189,57101,quoted
335815382,56989,quoted
1477828484009504772,56586,quoted
94041125,56464,quoted
1483158493238644739,56290,quoted
866808844227366913,55916,quoted
1511600685489528832,55762,quoted
50459215,55753,quoted
1430988844019687428,55466,quoted
2601912382,54948,quoted
304533798,54898,quoted
1073368721417211904,54783,quoted
158293891,54605,quoted
379281659,54215,quoted
2745185051,54140,quoted
1028560746664345600,53967,quoted
20763644,53530,quoted
2513978834,53464,quoted
221312695,53362,quoted
3430436165,53231,quoted
880693204101853188,52976,quoted
1122913227451641859,52726,quoted
980892947855151104,52656,quoted
880693204101853188_1,52649,quoted
1298856621842608129,51600,quoted
126820228,51516,quoted
1371958942134325251,51316,quoted
3654443363,51091,quoted
277266096,50798,quoted
4699906608,50745,quoted
1175456016818954240,50394,quoted
54059204,50256,quoted
1325826041424670721,50144,quoted
1351518814677192705,49474,quoted
2943176458,49285,quoted
1557978599252271104,49065,quoted
1461773975265107976,48306,quoted
896467529442447362,48182,quoted
1620485505732190211,47959,quoted
707609814,47929,quoted
940430425910112259,47635,quoted
70802744,47525,quoted
1427281022559920131,47324,quoted
77646250,47142,quoted
77646250_1,47069,quoted
43625042,46978,quoted
3242757405,46913,quoted
3407772663,46649,quoted
1539208825441505280,46596,quoted
1585695466821386251,46083,quoted
1517075267365314561_1,45910,quoted
1392339949236768773,45908,quoted
76134117,45782,quoted
57994710,45534,quoted
3805810635,45107,quoted
1177654630156767232,45003,quoted
802286587,44820,quoted
1340538548072689664,44735,quoted
3377578781,44612,quoted
706497622349991937,44569,quoted
1500916515595509770,44245,quoted
1098022063774855169,44112,quoted
2233613696,43839,quoted
43753381,43650,quoted
1214816140263858176,43557,quoted
946716372_1,43334,quoted
1067117468643143680,43329,quoted
294075771,43154,quoted
1382778242524930050,42918,quoted
21789793,42863,quoted
228439457,42531,quoted
855020730,42499,quoted
779066416624496641,42165,quoted
276814118,41986,quoted
1012464301,41943,quoted
1599309066827960321,41897,quoted
339282080,41811,quoted
1972938451,41810,quoted
1477563956696920067,41623,quoted
1603758885600362497,41613,quoted
1583794478766346240_3,41577,quoted
1494576132,41525,quoted
1007341107489804288,41340,quoted
937700653,41208,quoted
718490959,40968,quoted
1260840195999641600,40833,quoted
635417907,40710,quoted
1104239198,40631,quoted
1169644855422849025,40630,quoted
85152112,40368,quoted
1111104089440555009,40314,quoted
464911525,40085,quoted
3351233834,40037,quoted
1149015708879282176,39807,quoted
541893196,39765,quoted
1593399392807129088,39696,quoted
1087949695949918211,39599,quoted
810791327021596672,39488,quoted
587930668,39308,quoted
1028448372,39012,quoted
621642369,38946,quoted
1662461406,38797,quoted
1679301018,38652,quoted
1229929054272249856,38645,quoted
468727832,38625,quoted
1479586778713505793,38615,quoted
1138997034894155778,38538,quoted
706110310290169860,38510,quoted
1189508486499131392,38507,quoted
785613097,38489,quoted
1025064986488528896,38477,quoted
117250689,38444,quoted
2396778662,38223,quoted
2445151576,38053,quoted
1535684604677476352,37846,quoted
602184870,37839,quoted
24577046,37798,quoted
1122256626201899008,37783,quoted
1178895549556285441,37693,quoted
3201227015,37687,quoted
235710988,37675,quoted
1232989861084368896,37561,quoted
84604482,37529,quoted
173194796,37475,quoted
119258805,37442,quoted
1130225508178890752,37394,quoted
2751377729,37318,quoted
242191040,37308,quoted
902731525,37253,quoted
202834544,37253,quoted
361239201_1,37226,quoted
42358785,37223,quoted
2346019267,37172,quoted
2356553700,37138,quoted
523021736,37103,quoted
450883471,37085,quoted
1149831393347870720,37055,quoted
1160562055163723778,37049,quoted
181367370,36965,quoted
2398821007,36786,quoted
1662031682,36772,quoted
1077646180086099969,36761,quoted
1204676436130439168,36758,quoted
172206292,36752,quoted
1205592204284170240,36701,quoted
1376330886623469571,36535,quoted
28486760,36372,quoted
1227491561342152704,36348,quoted
1883067349,36307,quoted
1191429623260729344,36299,quoted
952515722541977600,36254,quoted
1486698786747555842,36216,quoted
759193476865163265,36114,quoted
1857846828,36000,quoted
1208755752720093184,35951,quoted
1487880381575708677,35842,quoted
1245145056593489920,35734,quoted
520575131,35729,quoted
396562853,35715,quoted
1561017870909325313,35659,quoted
265345463,35607,quoted
99896585,35565,quoted
472112809,35531,quoted
317575940,35504,quoted
1499996716644372482,35483,quoted
914613042243080192,35360,quoted
1095236289190940672,35270,quoted
155357882,35206,quoted
532451752,35009,quoted
265849050,35008,quoted
1098022063774855169_1,34953,quoted
1024187862462418944,34787,quoted
774208831,34777,quoted
2722861753,34609,quoted
1630428220985159685,34582,quoted
853683194,34368,quoted
1016793542721667072,34360,quoted
4827679989,34039,quoted
4795522101,34022,quoted
2995564359,33732,quoted
1051431824277299202,33569,quoted
710980044294922241,33504,quoted
63509170,33413,quoted
160786909,33382,quoted
1210504780797403137,33356,quoted
574054314,33273,quoted
1084184214805848064,33172,quoted
1467683084808118279,33167,quoted
1590768643,33151,quoted
2540372449,32705,quoted
332448252,32681,quoted
446316912,32453,quoted
1016093926728617984,32346,quoted
1029634587977310209,32163,quoted
1610100592810098690,32061,quoted
434437274,32031,quoted
634481321,31781,quoted
1273603645796429826,31776,quoted
1583719050894577664,31753,quoted
1631668987695099904,31690,quoted
188621717,31565,quoted
558695293,31538,quoted
705905919763218432,31532,quoted
1305635754761166848,31389,quoted
1392596799203028995,31382,quoted
1010200626,31379,quoted
1556259751,31325,quoted
43212194,31275,quoted
1546939275224162304,31265,quoted
788532913910476800,31248,quoted
1234963754464485376_1,31161,quoted
1283450166792593414,30968,quoted
607584072,30966,quoted
1549763473202110464,30891,quoted
1457254599866339328,30800,quoted
224140427,30748,quoted
900414611706589184,30734,quoted
1003403231920381953,30526,quoted
1585928972315000833,30469,quoted
3241390318,30362,quoted
873340320615976960,30320,quoted
924138988566384640,30284,quoted
844140704414752768,30197,quoted
939898076667502594,30178,quoted
23530956,30109,quoted
204977318,30051,quoted
3322801846,30043,quoted
1231059285658021890,30011,quoted
2883647692,29858,quoted
1173903761980448770,29856,quoted
453756026,29769,quoted
445688329,29675,quoted
1505110829120856065,29624,quoted
339954680,29538,quoted
1442111405155516416,29391,quoted
2897931271,29356,quoted
1480300911503155201,29356,quoted
715516417,29348,quoted
1125591378656923648,29312,quoted
1024635216483106816,29114,quoted
3118662380,28791,quoted
2461324193,28664,quoted
1538465900474601472,28619,quoted
333530278,28514,quoted
169741804,28295,quoted
2811150152,28182,quoted
1305492912344567810,28106,quoted
231553324,27966,quoted
162826325,27911,quoted
4203810039,27890,quoted
1076572672627261440,27722,quoted
1530219936106303490,27719,quoted
983003463222267904,27687,quoted
839625157941452800,27575,quoted
73458361,27341,quoted
275795350,27334,quoted
867001452312637444,27154,quoted
1109661944997441536,26995,quoted
1143226710546165760,26977,quoted
127010383,26942,quoted
378208654,26922,quoted
1618764324809449473,26860,quoted
116393683,26576,quoted
810791327021596672_1,26524,quoted
330484777,26463,quoted
449584532,26405,quoted
796401167114915841,26355,quoted
1256778942633172993,26302,quoted
715082166326181889,26293,quoted
597641952,26265,quoted
1282645204592463873,26199,quoted
257925088,26193,quoted
1368782550789918720,26167,quoted
597641952_1,26160,quoted
173316487,26159,quoted
958627035634655234,25942,quoted
1280975499716694016,25786,quoted
184178099,25752,quoted
1224409991194533891,25744,quoted
1532734063093719040,25686,quoted
1568265560,25594,quoted
1040050740637716481,25491,quoted
1381223011903234048,25230,quoted
242205388,25226,quoted
3443553314,25135,quoted
1422163952415477763,25090,quoted
366872253,25014,quoted
1063751413,24775,quoted
1191110884040552450,24638,quoted
1275099577180401665,24563,quoted
1599680630010281986,24508,quoted
1516745627450937347,24463,quoted
1239981314578751488,24456,quoted
313231665,24344,quoted
1191495999631609856,24326,quoted
35935536,24325,quoted
1231692153904140289,24202,quoted
1194101941057544193,24136,quoted
2342094351,24020,quoted
443780874,23973,quoted
3337621685,23955,quoted
3288177982,23950,quoted
963127129411112961,23858,quoted
1249704683251412992,23611,quoted
801724053933395968,23551,quoted
1271520771479928833,23299,quoted
1311519605152714752,23163,quoted
1216344245398921216,23154,quoted
929172443394138112,23148,quoted
1017290041364746240,23039,quoted
178078225,22966,quoted
1113538771218247683,22962,quoted
1224258941724569600,22604,quoted
996172196648292352,22320,quoted
896467529442447362_1,22231,quoted
2218127551,22229,quoted
1273182277586075649,22004,quoted
718565786,21991,quoted
1466436509628829699,21958,quoted
1027112703071072256,21934,quoted
807804336,21839,quoted
273685952,21514,quoted
1424464002625818628,21253,quoted
957733672995688449_1,21253,quoted
854001546694152192,21060,quoted
400106792,20894,quoted
1427689917669335048,20874,quoted
1039740440520601600,20835,quoted
2322788623,20763,quoted
105920236,20610,quoted
1187802271347892227,20571,quoted
1515308071240839174,20532,quoted
1243135119071875072,20529,quoted
603714791,20480,quoted
1296388125485400065,20389,quoted
856200443717988353,20257,quoted
1516561233893335041,20200,quoted
1045459204952207360,20177,quoted
1359772544933502976,20165,quoted
248759635,20124,quoted
2745903754,20110,quoted
825120468843765761,20063,quoted
1188232743940956161,20056,quoted
1397384799044608006,20018,quoted
605825576,19999,quoted
1283224349881913344,19934,quoted
586889369,19865,quoted
1425252349250052096,19864,quoted
1008555010626674694,19861,quoted
1153936056238170112,19819,quoted
1630558023629389824_1,19787,quoted
386100815,19771,quoted
44664228,19754,quoted
991220952859074560,19748,quoted
983628325557014529,19738,quoted
199232443_1,19578,quoted
1252356975708512256,19554,quoted
965920658571096064,19539,quoted
2169784719,19334,quoted
2974076776,19326,quoted
872057854248747008,19240,quoted
38795217,19196,quoted
1569415664825237504,19166,quoted
1552958780408827910,18927,quoted
80117102,18864,quoted
253740991,18859,quoted
1469986089687523332,18842,quoted
362080508,18792,quoted
1174940808413241344,18739,quoted
748955894,18600,quoted
814072267,18594,quoted
1327093083952058369,18581,quoted
1170546271553228802,18554,quoted
1138000208145596416,18448,quoted
1487003600752631814,18377,quoted
847734902527217664,18288,quoted
354235844,18119,quoted
769851050,18085,quoted
1220909072117125120,18045,quoted
140486226,18013,quoted
1173521081933750274,17970,quoted
1131726645876932610,17960,quoted
4685690604,17910,quoted
1163010646012846085,17751,quoted
814781278688047105,17719,quoted
1221765520703348736,17649,quoted
80468697,17533,quoted
872712978973564929,17471,quoted
2795448522,17433,quoted
1197261728809127937,17402,quoted
1499049098,17387,quoted
707159016577900544,17199,quoted
888162179010134022,16884,quoted
1636801483562680323,16819,quoted
899006332812046336,16793,quoted
1232043415757520898,16609,quoted
812005549831323649,16485,quoted
771830666,16476,quoted
833878902611275776,16469,quoted
1017691784418332672,16453,quoted
1632345596450291714,16397,quoted
772818512318431237,16391,quoted
1346374096737751064,16346,quoted
1435296668,16247,quoted
1417476990,16111,quoted
1371569593207160833,16109,quoted
63274548,15930,quoted
1100489386825863168,15929,quoted
957892055187017729,15916,quoted
3547412789,15902,quoted
2267670491,15888,quoted
1588635346392203266,15678,quoted
991139232,15671,quoted
1313602686730858498,15651,quoted
991139232_1,15613,quoted
853980479996870658,15549,quoted
1696889263,15524,quoted
1105521021145235456,15482,quoted
1337734284929622016,15398,quoted
1490933678,15292,quoted
3240841643,15150,quoted
49316255,15128,quoted
1239642687285985282,14750,quoted
921572250725253120,14717,quoted
516239414,14659,quoted
1507043210,14578,quoted
960307056,14578,quoted
1593140752166666240,14547,quoted
819574497036668930,14541,quoted
287755547,14441,quoted
1286088966018654208,14423,quoted
1362303933272772608,14373,quoted
1521523556529721349,14367,quoted
1946975964,14343,quoted
903312867851735043,14299,quoted
2885456185,14206,quoted
305760219,14192,quoted
1319352835126034435,14149,quoted
1136350313047306240,14101,quoted
1281709701558927361,14049,quoted
227298191,14019,quoted
2584569391,14000,quoted
1272470816760922112,13869,quoted
817437811,13701,quoted
177617423,13683,quoted
1122284310013280258,13665,quoted
1294818954570018818,13562,quoted
1003740881051152384,13538,quoted
1596823440,13528,quoted
803921398766960640,13495,quoted
49433033,13312,quoted
1730938117,13263,quoted
1179009746424209408,13255,quoted
759008317075132417,13183,quoted
2746502841,12832,quoted
4406708903,12606,quoted
910937158361468928,12494,quoted
2920121659,12464,quoted
1220884767807160320,12459,quoted
1094851733229051904,12086,quoted
854024778142945284,12072,quoted
848515390435143680,11921,quoted
1036661642912821249,11917,quoted
1533082238182637568,11890,quoted
776387282,11878,quoted
1503297466761768963,11822,quoted
1192529656496508929,11647,quoted
2731759894,11362,quoted
909471670943051776,11300,quoted
624237236,11268,quoted
362610636,11226,quoted
726930241520832513,11222,quoted
297958918,11137,quoted
75620322,11129,quoted
1495600461319008261,11100,quoted
1353308361006211078,11010,quoted
1158771955044093952,10946,quoted
2424285421,10896,quoted
1339706725373505536,10799,quoted
331771419,10790,quoted
629451633,10767,quoted
702583606867312640,10691,quoted
2427605884,10588,quoted
1478727650,10511,quoted
551094004,10489,quoted
741862840735301632,10397,quoted
1020311628280102914,10372,quoted
707116002,10317,quoted
1509965327060324365,10310,quoted
1317811459,10267,quoted
1256323794941161472,10257,quoted
531085798,10238,quoted
1144617823752392704,10022,quoted
971870238,9971,quoted
1055974741,9904,quoted
390439320,9791,quoted
830777783353749505,9789,quoted
757551418488262656,9658,quoted
876120580759617536,9628,quoted
1481665063375224834,9467,quoted
383560622,9438,quoted
151588885,9312,quoted
912981771008045056,9244,quoted
1351703231156596737,9238,quoted
194306376,9191,quoted
