Source,Target,follower
1536004983883431936,1392884702931992583,1
1536004983883431936,1449329239153577988,1
1536004983883431936,1384123725973385221,1
1536004983883431936,1522310622121054211,1
1536004983883431936,1225616564185182209,1
1536004983883431936,1428762668350025729,1
1536004983883431936,51863154,1
1536004983883431936,1541930683375157248,1
1536004983883431936,1382511216422191109,1
1536004983883431936,1583465000164904962,1
1536004983883431936,1383901675660869637,1
1536004983883431936,1506423107308900363,1
1536004983883431936,1505244543456796676,1
1536004983883431936,1551855818857148416,1
1536004983883431936,1530987498855350272,1
1536004983883431936,1576375089683210240,1
1536004983883431936,1056717222184448006,1
1536004983883431936,706225885167362048,1
1536004983883431936,1579358903921319937,1
1536004983883431936,1324740006846423040,1
1536004983883431936,1573642700414484482,1
1536004983883431936,1479938388778180609,1
1536004983883431936,1192168345606471680,1
1536004983883431936,1558326817395822592,1
1536004983883431936,1435080379535433729,1
1536004983883431936,1579358903921319937,1
1536004983883431936,1339723277078556673,1
479287468,1253955048649879552,1
479287468,1253955048649879552,1
479287468,1249347776250400769,1
479287468,1253955048649879552,1
479287468,1253955048649879552,1
2746769699,1159054394157150209,1
1148314197668892672,1510333813116837888,1
1148314197668892672,823983255431081984,1
1148314197668892672,823983255431081984,1
1148314197668892672,1314463004709261312,1
1148314197668892672,1577672576419221506,1
1148314197668892672,1105730880,1
1148314197668892672,1278774524989882374,1
1588190953684303873,1613594907184070666,1
1588190953684303873,1573376703396823040,1
1588190953684303873,1577189965313761280,1
1588190953684303873,1566159228284182528,1
1470254915570188288,847448457941995521,1
1470254915570188288,1589288461311397889,1
1470254915570188288,1589288461311397889,1
1470254915570188288,1298245794412208131,1
1470254915570188288,1125322121511489536,1
1470254915570188288,1570431527657283589,1
1470254915570188288,265555159,1
1470254915570188288,3156860298,1
1470254915570188288,1365486221204586496,1
1470254915570188288,1059258655630069760,1
1470254915570188288,1168323543324606464,1
1470254915570188288,1515885350866018304,1
1470254915570188288,1372026370520461314,1
1470254915570188288,1384123725973385221,1
1470254915570188288,1347337535765168129,1
1470254915570188288,1205744922546053120,1
1546322331341144065,1613594907184070666,1
461257639,1534286158636544000,1
461257639,337257953,1
461257639,1059526948639125506,1
461257639,1215867036934594561,1
461257639,1057409689938546689,1
461257639,1120522106561814528,1
461257639,186823252,1
461257639,30282549,1
461257639,96294700,1
461257639,821775118288506880,1
461257639,1127282936884137985,1
461257639,1472667541784997899,1
461257639,785869130,1
986361295690764288,1570431527657283589,1
986361295690764288,1455711046841380873,1
986361295690764288,1567735776149897216,1
1302463366959697921,3098431476,1
1302463366959697921,1605434961728782337,1
1302463366959697921,990824025889820673,1
1302463366959697921,1566489804665004032,1
1302463366959697921,1429460569128591367,1
1302463366959697921,1027244697213972481,1
1302463366959697921,1247619543985512454,1
1261446017880403968,1339723277078556673,1
1169685320402722817,1198730363356549120,1
1169685320402722817,299744314,1
1169685320402722817,1384123725973385221,1
1020372352222318593,3098431476,1
1020372352222318593,4647768798,1
1020372352222318593,1078887394860969985,1
1020372352222318593,1381208533153239046,1
1020372352222318593,1567735776149897216,1
1020372352222318593,1078887394860969985,1
1020372352222318593,1541930683375157248,1
1020372352222318593,1383901675660869637,1
1020372352222318593,1473753129908908035,1
1020372352222318593,1566037459640520706,1
1267672470481494017,1488064526255853576,1
1267672470481494017,1247248618727317513,1
1267672470481494017,1317721729762914304,1
754247993163939840,1613594907184070666,1
754247993163939840,1307069937073168384,1
3098431476,1613594907184070666,1
3098431476,1078887394860969985,1
3098431476,915492250271965185,1
3098431476,1174120976969125888,1
3098431476,1413266227649187849,1
3098431476,1455711046841380873,1
3098431476,1006745276722372612,1
3098431476,1078887394860969985,1
3098431476,1429460569128591367,1
3098431476,1020372352222318593,1
3098431476,1020372352222318593,1
3098431476,1317721729762914304,1
3098431476,1184814992882683904,1
3098431476,1457406969933967367,1
224354592,50518706,1
224354592,3302343181,1
224354592,1120522106561814528,1
224354592,32678317,1
224354592,31703878,1
224354592,225928430,1
224354592,1396669045068414978,1
224354592,149293286,1
224354592,916161872126140416,1
224354592,33311051,1
224354592,922711369392316416,1
224354592,543044567,1
1489768637061865472,3302343181,1
1489768637061865472,1588979702298984448,1
1489768637061865472,3156860298,1
1489768637061865472,1591023470997131264,1
1489768637061865472,1591023470997131264,1
1331140697349648384,1566111507905236992,1
957086439514177536,940796635021561857,1
957086439514177536,1005069781328900096,1
957086439514177536,15794338,1
957086439514177536,1147634545325412352,1
957086439514177536,579185528,1
1357341829268578304,1567252009799286784,1
1357341829268578304,1285514564642017280,1
50518706,92891897,1
50518706,92891897,1
50518706,2852364391,1
50518706,3249669118,1
50518706,251193778,1
50518706,774922254,1
1022944129494528006,1078887394860969985,1
1022944129494528006,1298245794412208131,1
1022944129494528006,1567735776149897216,1
1022944129494528006,1078887394860969985,1
1022944129494528006,1506423107308900363,1
1022944129494528006,1473753129908908035,1
1022944129494528006,1317721729762914304,1
1022944129494528006,1566159228284182528,1
1022944129494528006,1184814992882683904,1
1292559700651843586,1446918369727467534,1
1292559700651843586,966394228480925696,1
1292559700651843586,1258196231735607299,1
1292559700651843586,1439613882226692098,1
1292559700651843586,1455711046841380873,1
1292559700651843586,474469741,1
1292559700651843586,1021054742053752832,1
1292559700651843586,1383901675660869637,1
1292559700651843586,1506423107308900363,1
1292559700651843586,1473753129908908035,1
1292559700651843586,1470134376969109508,1
1292559700651843586,1278774524989882374,1
1185042795482025984,1087763503484674049,1
1185042795482025984,1166473600611901441,1
1185042795482025984,151878195,1
1185042795482025984,523838342,1
1185042795482025984,774922254,1
1560544199136743426,2852364391,1
1560544199136743426,1354893455831552005,1
1560544199136743426,1367564732115410944,1
782877231005720576,1124014813393432579,1
782877231005720576,1174120976969125888,1
782877231005720576,3037061101,1
782877231005720576,2290379322,1
782877231005720576,1473753129908908035,1
782877231005720576,2496179814,1
1266420528795058177,1302153897243553792,1
1266420528795058177,1301488728070860802,1
1266420528795058177,1301488728070860802,1
1266420528795058177,1301488728070860802,1
1266420528795058177,1301488728070860802,1
1421482116664156162,4133966008,1
1421482116664156162,1135141639054172161,1
1421482116664156162,1383901675660869637,1
1421482116664156162,1390388083388977156,1
1421482116664156162,1192168345606471680,1
1421482116664156162,1566037459640520706,1
555456947,396305224,1
4133966008,1613594907184070666,1
4133966008,1307069937073168384,1
4133966008,1078887394860969985,1
4133966008,990824025889820673,1
4133966008,1046284326118121472,1
4133966008,1078887394860969985,1
4133966008,1261134243855347712,1
4133966008,1382511216422191109,1
4133966008,1473753129908908035,1
4133966008,1551855818857148416,1
4133966008,1530987498855350272,1
4133966008,1348068878652473344,1
4133966008,1317721729762914304,1
4133966008,1159986002431078400,1
1253955048649879552,1965496434,1
1586364988058320896,1277815550375329797,1
1586364988058320896,1506423107308900363,1
1586364988058320896,1579358903921319937,1
1586364988058320896,1579358903921319937,1
1131228900443467776,1567735776149897216,1
1226195797307535361,814498479267606531,1
1226195797307535361,1383901675660869637,1
92891897,1223613790534672385,1
945619624833327104,1521377026569310208,1
945619624833327104,1268343830887174147,1
1561004555319525383,1613594907184070666,1
1561004555319525383,1565026223474057216,1
1561004555319525383,1565026223474057216,1
1561004555319525383,1435396386665664513,1
1425678233723449345,1346322438204882945,1
1425678233723449345,1587263967235186688,1
1425678233723449345,1298245794412208131,1
1425678233723449345,1559722252463218691,1
1425678233723449345,1588979702298984448,1
1425678233723449345,1477437196894310402,1
1425678233723449345,1605434961728782337,1
1425678233723449345,990824025889820673,1
1425678233723449345,1175766471215079425,1
1425678233723449345,1429460569128591367,1
1425678233723449345,880728179824103426,1
1425678233723449345,1310357738443231232,1
1425678233723449345,1506423107308900363,1
1425678233723449345,1530987498855350272,1
1425678233723449345,1339723277078556673,1
988137133100683270,1374708956577271811,1
988137133100683270,1192168345606471680,1
1300900272496144386,1455711046841380873,1
1300900272496144386,1383901675660869637,1
1090843991602393088,75935589,1
1090843991602393088,3268392823,1
1090843991602393088,1059526948639125506,1
1090843991602393088,2222094098,1
1090843991602393088,3669884534,1
1090843991602393088,15794338,1
1090843991602393088,21982520,1
1090843991602393088,1019029184939790336,1
1090843991602393088,1870822201,1
1090843991602393088,1158767283205918721,1
1090843991602393088,1653042896,1
1090843991602393088,867999419697778688,1
1090843991602393088,3164709733,1
1090843991602393088,579185528,1
1090843991602393088,729029634,1
1090843991602393088,1923881190,1
1090843991602393088,152454395,1
1090843991602393088,2926446828,1
1090843991602393088,1051568699533082625,1
1519298128096104448,1501957974172094472,1
1613594907184070666,1166931615240663040,1
1613594907184070666,1439613882226692098,1
1613594907184070666,1577189965313761280,1
1613594907184070666,1391417362855907328,1
1613594907184070666,1392884702931992583,1
1613594907184070666,1506423107308900363,1
1613594907184070666,1530987498855350272,1
1613594907184070666,1566159228284182528,1
1613594907184070666,1558326817395822592,1
1613594907184070666,1339723277078556673,1
1354893455831552005,38250742,1
1354893455831552005,31117820,1
1354893455831552005,111194804,1
1354893455831552005,47856468,1
1354893455831552005,176666603,1
1354893455831552005,954776328275931137,1
1354893455831552005,772098550255742976,1
1006920599812362240,1379775865899352067,1
1546258041376473088,1563926922983243777,1
1546258041376473088,1455711046841380873,1
1546258041376473088,1135141639054172161,1
38250742,271635762,1
1534286158636544000,1059526948639125506,1
1534286158636544000,1370896210274496514,1
1534286158636544000,2222094098,1
1534286158636544000,1472667541784997899,1
1534286158636544000,1566257573170487296,1
1534286158636544000,37077041,1
1420617240416772097,1135141639054172161,1
1420617240416772097,1567735776149897216,1
1420617240416772097,1391417362855907328,1
1504320133912743938,1373392512224796673,1
1166171919022022657,1192168345606471680,1
1123041104834834433,2526387549,1
1123041104834834433,966394228480925696,1
1123041104834834433,1325259698761764868,1
1123041104834834433,3156860298,1
1123041104834834433,1350272588824633345,1
1324740006846423040,1258196231735607299,1
1324740006846423040,1566111507905236992,1
1324740006846423040,1298245794412208131,1
1324740006846423040,915492250271965185,1
1324740006846423040,1303731320825221120,1
1324740006846423040,1455711046841380873,1
1324740006846423040,1413803720,1
1324740006846423040,1159054394157150209,1
1324740006846423040,1135141639054172161,1
1324740006846423040,1157622463661928448,1
1324740006846423040,1046284326118121472,1
1324740006846423040,1384123725973385221,1
1324740006846423040,1247619543985512454,1
1324740006846423040,1382511216422191109,1
1324740006846423040,1071674963768344577,1
1324740006846423040,1579358903921319937,1
1324740006846423040,1348068878652473344,1
1324740006846423040,1380264106318561286,1
1324740006846423040,1579358903921319937,1
75935589,177439542,1
75935589,1077289663688204288,1
75935589,559026435,1
75935589,1499205842,1
1379243669480431617,1319430281238056961,1
1307069937073168384,1488064526255853576,1
1307069937073168384,1472326993547075594,1
1307069937073168384,1382511216422191109,1
1307069937073168384,1506423107308900363,1
1307069937073168384,1473753129908908035,1
1560672030495854593,1455711046841380873,1
131707292,1231485482724470784,1
131707292,83618305,1
131707292,2190486403,1
131707292,1661798432,1
898329124724498432,4885408173,1
898329124724498432,724840995607695361,1
751025685502787585,966394228480925696,1
751025685502787585,1258196231735607299,1
751025685502787585,1577189965313761280,1
751025685502787585,938611311046545408,1
751025685502787585,1445032285095485440,1
751025685502787585,1583465000164904962,1
751025685502787585,1587726123667972097,1
751025685502787585,1339723277078556673,1
1205976920124514307,1383901675660869637,1
2526387549,1301488728070860802,1
2526387549,1301488728070860802,1
2526387549,1301488728070860802,1
2526387549,1301488728070860802,1
4647768798,915492250271965185,1
4647768798,1567735776149897216,1
4647768798,1020372352222318593,1
4647768798,1020372352222318593,1
1676389944,47856468,1
27998211,1096951526424281088,1
27998211,1632814242,1
4885408173,3166280601,1
4885408173,1419915907950854145,1
4885408173,1544066048005214208,1
4885408173,2719835019,1
4885408173,3741156503,1
4885408173,792443899507798016,1
4885408173,792443899507798016,1
4885408173,792443899507798016,1
4885408173,792443899507798016,1
1148346738807365640,3302343181,1
1148346738807365640,1455711046841380873,1
1148346738807365640,1381208533153239046,1
1148346738807365640,1446601558867779589,1
1148346738807365640,1383901675660869637,1
1551554477919985665,1171303601047662592,1
1551554477919985665,1171303601047662592,1
1551554477919985665,847448457941995521,1
1551554477919985665,1570431527657283589,1
1551554477919985665,1455711046841380873,1
1551554477919985665,1488064526255853576,1
1551554477919985665,1506423107308900363,1
1551554477919985665,1530987498855350272,1
1551554477919985665,1579358903921319937,1
1551554477919985665,1579358903921319937,1
3166280601,1419915907950854145,1
3268392823,2275817006,1
3268392823,2926446828,1
467210513,767000624,1
1346322438204882945,1515885350866018304,1
814498479267606531,1166931615240663040,1
814498479267606531,177439542,1
814498479267606531,1157622463661928448,1
814498479267606531,1046284326118121472,1
814498479267606531,474469741,1
1563171309319729152,1566111507905236992,1
1563171309319729152,1391417362855907328,1
1563171309319729152,1506423107308900363,1
1540344534004928513,1567735776149897216,1
1171303601047662592,1294537538154233858,1
1171303601047662592,1129149544137187329,1
1171303601047662592,1570431527657283589,1
1171303601047662592,1381208533153239046,1
1171303601047662592,1250375843538522112,1
1171303601047662592,990824025889820673,1
1171303601047662592,1567735776149897216,1
1171303601047662592,1506423107308900363,1
1171303601047662592,1301488728070860802,1
1171303601047662592,1301488728070860802,1
1171303601047662592,1301488728070860802,1
1171303601047662592,1301488728070860802,1
1171303601047662592,1566159228284182528,1
778774483087745024,1367094360291086337,1
778774483087745024,761435296584138752,1
778774483087745024,761435296584138752,1
