Source,Target,t1612576063296622614,t1612576063296622614_time,t1612509545192120320,t1612509545192120320_time,t1612503789772148748,t1612503789772148748_time,t1612276811546742784,t1612276811546742784_time,t1612273411082031108,t1612273411082031108_time,t1612269254149312512,t1612269254149312512_time,t1612263492634943491,t1612263492634943491_time
useurheart,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,2,67743,1,-1
sethdowdle,dallasmavs,2,1384,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
dweeler,dallasmavs,1,-1,1,-1,2,2939,1,-1,1,-1,1,-1,1,-1
jangelgomez93,dallasmavs,2,456,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Antonio25Araujo,dallasmavs,2,7380,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
kevnpurp,dallasmavs,2,6485,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
maybe_reformed,dallasmavs,1,-1,1,-1,1,-1,2,67,1,-1,1,-1,1,-1
cristian_lomas5,dallasmavs,2,93,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
andrea_matta10,dallasmavs,2,94,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DallasMaverips,dallasmavs,2,8642,2,24501,1,-1,1,-1,1,-1,1,-1,1,-1
RamirezCoach,dallasmavs,2,422,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JORGEREYESS2369,dallasmavs,1,-1,1,-1,2,6215,1,-1,1,-1,1,-1,1,-1
Damontorres51,dallasmavs,2,1274,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
NicklausLouis,dallasmavs,2,691,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
CaryMacey,dallasmavs,1,-1,1,-1,1,-1,2,280,1,-1,1,-1,1,-1
aydan_lara,dallasmavs,2,2765,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JozeeAndrus,dallasmavs,2,718,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Triple_Treyy,dallasmavs,2,1230,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
lawhub27,dallasmavs,2,316,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
FargoFoux,dallasmavs,2,5718,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
CodySmith1997,dallasmavs,2,685,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
jucity,dallasmavs,2,894,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
YayoTheCaveman,dallasmavs,2,590,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
HumanesClaudio,dallasmavs,2,937,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
teampalles,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,822
mason_strader15,dallasmavs,2,882,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
LukaG0D,dallasmavs,1,-1,1,-1,2,7225,1,-1,1,-1,1,-1,1,-1
TCinDallas11,dallasmavs,1,-1,1,-1,1,-1,1,-1,2,170,1,-1,2,128
jsaucyfrog,dallasmavs,2,1982,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Cleomnes_III,dallasmavs,2,1382,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
aipretoqueen,dallasmavs,1,-1,1,-1,1,-1,2,6133,1,-1,1,-1,1,-1
timmoteo_21,dallasmavs,2,3283,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
MunkFruit,dallasmavs,2,16514,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
COWB33ZY,dallasmavs,2,593,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
carterxc3,dallasmavs,2,126,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
aljoveliki,dallasmavs,1,-1,1,-1,1,-1,2,31208,1,-1,1,-1,1,-1
austinwoods26,dallasmavs,2,7356,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
danymarica,dallasmavs,2,2150,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
avoirlachase,dallasmavs,1,-1,1,-1,1,-1,2,26007,1,-1,1,-1,1,-1
Creynolds3232,dallasmavs,2,6689,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JustinWhiteTCU,dallasmavs,2,8533,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ugkjames,dallasmavs,2,608,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
whristan,dallasmavs,1,-1,1,-1,1,-1,1,-1,2,703,1,-1,1,-1
zjmville,dallasmavs,2,63881,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
drewwalker3312,dallasmavs,2,3336,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Baseballc36,dallasmavs,2,473,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
_christianvaz,dallasmavs,2,1081,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Dreamzville,dallasmavs,2,250,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
menyven2ra,dallasmavs,2,1918,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SER6IO530,dallasmavs,1,-1,1,-1,2,1425,1,-1,1,-1,1,-1,1,-1
idaliaslove,dallasmavs,1,-1,2,1660,1,-1,1,-1,1,-1,1,-1,1,-1
katcal1229,dallasmavs,2,14821,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
BwarkBwark,dallasmavs,2,279,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Tackey15,dallasmavs,1,-1,1,-1,1,-1,2,2693,1,-1,1,-1,1,-1
ohmorking,dallasmavs,1,-1,1,-1,1,-1,2,5215,1,-1,1,-1,1,-1
yorknut,dallasmavs,2,3931,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ayychtx,dallasmavs,2,10783,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
bigt7117,dallasmavs,2,2597,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
thebandaman,dallasmavs,2,8698,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
tylermayerchak,dallasmavs,2,10707,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
coletonevans_18,dallasmavs,2,2161,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
samuelwren41,dallasmavs,2,10058,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
WillyRedDead,dallasmavs,2,775,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Matthiesen_FWTX,dallasmavs,1,-1,1,-1,1,-1,2,381,1,-1,1,-1,1,-1
TSCommonMan,dallasmavs,2,125,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
androdriguez6,dallasmavs,2,8782,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
LegendofTylerG,dallasmavs,1,-1,1,-1,1,-1,1,-1,2,230,1,-1,1,-1
arsam02,dallasmavs,1,-1,1,-1,1,-1,2,61252,1,-1,1,-1,1,-1
gnormlpz,dallasmavs,2,5476,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
alex_esparza41,dallasmavs,2,2510,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
whodatcloud,dallasmavs,2,578,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DallasTm_,dallasmavs,2,16171,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
EMoneyP1,dallasmavs,2,603,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Goofy_Kage,dallasmavs,2,3519,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JordanStebbins_,dallasmavs,2,4378,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
g2fxo,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,2,230,1,-1
AlexysWitha_Y,dallasmavs,2,693,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
lovew,dallasmavs,1,-1,2,1401,1,-1,1,-1,1,-1,1,-1,1,-1
marstinez14,dallasmavs,2,124,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
_natecortez,dallasmavs,2,4763,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ispahanlux,dallasmavs,2,5171,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
alwayscreate_,dallasmavs,2,3321,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
um3ks,dallasmavs,1,-1,2,43120,1,-1,1,-1,1,-1,1,-1,1,-1
DiegoPi05034627,dallasmavs,2,3281,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Dee5_10,dallasmavs,2,6103,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
HannahFranklin7,dallasmavs,2,2812,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
schwartz_anil,dallasmavs,2,6058,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
BFree47,dallasmavs,2,754,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
omaraguirre__,dallasmavs,2,8177,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Janetta0801,dallasmavs,2,1643,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
StephenGilmoree,dallasmavs,2,3680,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SportsBabe_1,dallasmavs,2,9617,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
luis_velarde1,dallasmavs,2,596,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
gonza_fracchia,dallasmavs,2,10420,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
tay__boggs,dallasmavs,2,1796,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ally_barnett_,dallasmavs,2,238,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
CPTheRock,dallasmavs,1,-1,1,-1,1,-1,2,226,1,-1,1,-1,1,-1
Hntrmcdnl19,dallasmavs,2,435,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
BenisBarlow,dallasmavs,1,-1,1,-1,1,-1,2,659,1,-1,1,-1,1,-1
cesar_CF13,dallasmavs,1,-1,1,-1,1,-1,2,851,1,-1,1,-1,1,-1
alldaytrucker,dallasmavs,2,1802,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
_CEWilliams_,dallasmavs,2,141,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
juandelarosa97,dallasmavs,2,3387,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
LD77x41,dallasmavs,1,-1,1,-1,2,273,1,-1,1,-1,1,-1,1,-1
BurnerDrew_,dallasmavs,2,5986,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
moonnpanda,dallasmavs,1,-1,1,-1,1,-1,2,385,1,-1,1,-1,1,-1
treycarpenter00,dallasmavs,2,3236,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
TBowie5,dallasmavs,2,11787,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Garlm333,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,2,1015,1,-1
mitchsmith67,dallasmavs,2,1566,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
mavsCu,dallasmavs,2,16625,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
stilldrama,dallasmavs,2,14318,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
carranza_thomas,dallasmavs,2,1241,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
pedroncic,dallasmavs,2,67,2,5416,2,406,2,385,1,-1,1,-1,1,-1
beccagenecov,dallasmavs,2,607,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
codyharvey48,dallasmavs,1,-1,1,-1,1,-1,2,8261,1,-1,1,-1,1,-1
Dazedful,dallasmavs,1,-1,1,-1,1,-1,2,111,1,-1,1,-1,1,-1
Not_Juno7,dallasmavs,2,317,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
KaityHowell,dallasmavs,2,1036,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
GregorioJung,dallasmavs,2,350,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
mdirosa16,dallasmavs,2,178,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Sprtstlkkshaeff,dallasmavs,2,5813,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Yeetzus_,dallasmavs,2,674,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
stackxsats,dallasmavs,1,-1,1,-1,1,-1,1,-1,2,77,1,-1,1,-1
CEOofEatzis,dallasmavs,2,7474,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
drea_xxx,dallasmavs,2,6102,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
its_daviddd,dallasmavs,2,1895,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Dondass69,dallasmavs,2,3331,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JChinnock,dallasmavs,2,430,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
NickJewell7,dallasmavs,2,9790,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ScarlettEaton,dallasmavs,2,16443,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
MylesWi33554013,dallasmavs,1,-1,1,-1,1,-1,2,45071,1,-1,1,-1,1,-1
FunnyFat_Guy,dallasmavs,2,4305,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Joe_Atkinson19,dallasmavs,2,3107,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
somaliman03,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,2,84,1,-1
BlaineSnider,dallasmavs,2,6236,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
triii9_,dallasmavs,1,-1,1,-1,1,-1,2,16407,1,-1,1,-1,1,-1
SpenceCrawford,dallasmavs,2,1448,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
bets_pg,dallasmavs,2,2536,1,-1,1,-1,2,1605,1,-1,1,-1,1,-1
apbod,dallasmavs,2,2830,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DutchRuddrLover,dallasmavs,2,5449,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ThatsNotMyPipe,dallasmavs,2,2784,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
NickSilly,dallasmavs,2,777,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JoeKuzma2,dallasmavs,2,622,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Luiibaton,dallasmavs,2,1697,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DallasFan_FE,dallasmavs,2,5558,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
jasonskidd,dallasmavs,2,3549,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
felipotas27,dallasmavs,2,6432,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DylShizzle,dallasmavs,2,3251,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
the_nba_facts_,dallasmavs,2,3232,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
wockawocka5,dallasmavs,2,7426,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Strunky_monkey,dallasmavs,2,2379,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
michellemccombs,dallasmavs,2,6515,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
bocaj_24,dallasmavs,2,1424,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
TrueFernie,dallasmavs,1,-1,1,-1,1,-1,2,1260,1,-1,1,-1,1,-1
mestredosmavs,dallasmavs,2,495,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JeremyAGriffin,dallasmavs,2,1157,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
yibocolors,dallasmavs,2,241,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
agalvin36,dallasmavs,2,200,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
MavsVsCowboys,dallasmavs,1,-1,1,-1,1,-1,1,-1,2,388,1,-1,2,2275
Bov_Bortiz,dallasmavs,2,2062,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
AsapSamSam,dallasmavs,2,3165,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
kragsloor,dallasmavs,2,3825,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
dayone_badday,dallasmavs,2,60381,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
bruce_worley1,dallasmavs,1,-1,1,-1,1,-1,2,49449,1,-1,1,-1,1,-1
Panchooo999,dallasmavs,2,20573,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
BenHilly94,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,284
m4vsl0v3r,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,2,34,1,-1
felipeaguiard,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,128
MozoMilo,dallasmavs,1,-1,1,-1,1,-1,2,899,1,-1,1,-1,1,-1
eduarrrrrrrdo1,dallasmavs,1,-1,1,-1,1,-1,2,30293,1,-1,1,-1,1,-1
debbieljohnson,dallasmavs,2,8923,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
genosaid,dallasmavs,1,-1,1,-1,1,-1,2,4817,1,-1,1,-1,1,-1
BJ__Sports,dallasmavs,2,570,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SidTheKid2397,dallasmavs,2,2286,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
arimsimon,dallasmavs,2,578,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DeeArrambide,dallasmavs,2,6181,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SloHoopsFan,dallasmavs,1,-1,1,-1,1,-1,2,537,2,154,1,-1,1,-1
walker_lott,dallasmavs,2,3213,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SadChiefsFan,dallasmavs,2,3079,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Chopp_87,dallasmavs,2,72276,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
RamenNumerals05,dallasmavs,2,8796,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ChickBurner21,dallasmavs,2,8282,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
EricVeeee,dallasmavs,2,65,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
patomanc8,dallasmavs,1,-1,1,-1,1,-1,2,187,1,-1,1,-1,1,-1
Jmac16336176,dallasmavs,1,-1,1,-1,1,-1,2,4110,1,-1,1,-1,1,-1
missysinghsongs,dallasmavs,2,731,1,-1,2,360,1,-1,1,-1,1,-1,1,-1
TedsTalks,dallasmavs,2,1494,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
HernnEstrada7,dallasmavs,2,783,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Aseteride,dallasmavs,2,1369,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Ryan7Firestone,dallasmavs,2,1450,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
FilipSutic,dallasmavs,2,305,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
PapiRodriguez17,dallasmavs,2,9713,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
yung_crippin,dallasmavs,2,2080,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
HENRYGOD_,dallasmavs,2,607,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
HisToKeep,dallasmavs,2,760,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
CampbellCoty5,dallasmavs,2,1351,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
morris_code1,dallasmavs,2,1635,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
verogonzalez111,dallasmavs,2,52,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
drpey77,dallasmavs,2,7372,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
torrezthegreat,dallasmavs,2,1207,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
crazy1969,dallasmavs,2,5889,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
anchornyko,dallasmavs,1,-1,1,-1,1,-1,2,5487,1,-1,1,-1,1,-1
beddleman12,dallasmavs,2,3679,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
kampagnepapi,dallasmavs,1,-1,1,-1,1,-1,2,68,1,-1,1,-1,1,-1
ergalindo1,dallasmavs,2,1222,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
NickStoeckel,dallasmavs,1,-1,1,-1,1,-1,2,238,1,-1,1,-1,1,-1
rasalgoon,dallasmavs,2,490,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
LisaJeter3,dallasmavs,2,823,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DrewKlein,dallasmavs,2,235,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
mlondo856,dallasmavs,2,5371,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Vanganel,dallasmavs,2,40009,2,55868,1,-1,1,-1,1,-1,1,-1,1,-1
EichelGDavis,dallasmavs,2,2510,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
vicscott4,dallasmavs,2,4765,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
kavsFC,dallasmavs,1,-1,1,-1,1,-1,2,21047,1,-1,1,-1,1,-1
RealZacHenson,dallasmavs,2,1794,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
PercNowitzki_,dallasmavs,2,67,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Burger_MFFL,dallasmavs,1,-1,1,-1,2,739,1,-1,1,-1,1,-1,1,-1
Ej785585578,dallasmavs,2,806,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Adriang1393,dallasmavs,2,3147,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
HBTFD89,dallasmavs,2,75,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Gabriel59050207,dallasmavs,2,4956,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Humbert33128161,dallasmavs,2,339,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Tess_senpai,dallasmavs,1,-1,1,-1,2,139,1,-1,1,-1,1,-1,1,-1
thfc_me,dallasmavs,2,2150,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
MavfantillIdie,dallasmavs,1,-1,1,-1,2,4415,1,-1,1,-1,1,-1,1,-1
toriprince20,dallasmavs,2,7240,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
suka4_aug,dallasmavs,2,70388,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
PelotitaAl77,dallasmavs,1,-1,1,-1,2,1401,1,-1,1,-1,1,-1,1,-1
chiefyarbrough,dallasmavs,2,41,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
LisaReda4,dallasmavs,2,3716,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Mariferx_,dallasmavs,2,6053,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
gonza_botta,dallasmavs,1,-1,1,-1,1,-1,2,1263,1,-1,1,-1,1,-1
ZekeRamos6,dallasmavs,2,138,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
not_cisco,dallasmavs,2,8142,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Mavsin4Life,dallasmavs,1,-1,1,-1,1,-1,2,17403,1,-1,1,-1,1,-1
GaryWilliams343,dallasmavs,2,7582,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
GarciaChels,dallasmavs,2,8897,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
tyler_pfit,dallasmavs,2,463,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JackieT8287,dallasmavs,2,1390,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
laurencurtistv,dallasmavs,2,1864,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
HGomez_Chile,dallasmavs,1,-1,1,-1,1,-1,1,-1,2,87,1,-1,1,-1
hooplagang92,dallasmavs,2,3341,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
MartinEden____,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,2,343,1,-1
CrackinhoZenin,dallasmavs,1,-1,1,-1,1,-1,1,-1,2,54,1,-1,1,-1
ItsBrettJames,dallasmavs,2,1606,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
infinitecarlos,dallasmavs,2,4569,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SteampunkMuppet,dallasmavs,2,582,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
BradenKemmerer,dallasmavs,2,2701,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
sanjuhsingh,dallasmavs,2,734,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SSJAngelus,dallasmavs,1,-1,1,-1,1,-1,2,937,1,-1,1,-1,1,-1
tatearmstrong_,dallasmavs,2,21472,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
tsteele214,dallasmavs,2,296,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
txhistoryteach1,dallasmavs,2,66618,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
isrlbinema,dallasmavs,2,584,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
graziict,dallasmavs,2,15625,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
skullhuang,dallasmavs,1,-1,1,-1,1,-1,2,13750,1,-1,1,-1,1,-1
ryan_sebek,dallasmavs,2,167,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
bellaaramirez_,dallasmavs,2,7866,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Hrastnikov,dallasmavs,2,243,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
GoudaCheese007,dallasmavs,2,238,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
MLGUnbreakable,dallasmavs,2,1878,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
FrankBurner2,dallasmavs,1,-1,1,-1,1,-1,2,529,1,-1,1,-1,1,-1
DoeDoeCorner3,dallasmavs,2,612,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
OlinRolseth,dallasmavs,2,3260,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Emmanuel_Diaz2,dallasmavs,2,2058,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
r7nk_,dallasmavs,1,-1,1,-1,1,-1,2,662,1,-1,1,-1,1,-1
NathanM787,dallasmavs,2,7904,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
devon715jj,dallasmavs,2,1152,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Saucy27_,dallasmavs,2,6884,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SoF1Doncic,dallasmavs,1,-1,1,-1,2,398,1,-1,1,-1,1,-1,1,-1
LUKAP1LLED,dallasmavs,2,42,1,-1,1,-1,2,33171,1,-1,1,-1,1,-1
CadeJGarrett,dallasmavs,2,1350,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
lukadonccc,dallasmavs,2,5067,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
crashedUAP,dallasmavs,2,3305,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ShacoIsMyLife,dallasmavs,2,7166,1,-1,2,891,1,-1,1,-1,1,-1,1,-1
PercNowitzki214,dallasmavs,1,-1,1,-1,2,2046,1,-1,1,-1,1,-1,1,-1
LilDro214,dallasmavs,1,-1,1,-1,1,-1,2,4363,1,-1,1,-1,1,-1
MavericksTexans,dallasmavs,1,-1,1,-1,1,-1,2,5226,1,-1,1,-1,1,-1
gallardo_ej,dallasmavs,2,1566,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
omgeitsluz_,dallasmavs,2,8655,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
