level_0,index,id,time,type,followers,usernames
2263,6720,4848610367,52457,quote,1238,chirxq_
2266,6718,1191599948,52484,quote,675,Shivs_008
2267,6717,1491671832738607104,52522,quote,75,_serotoninsugar
2274,6711,1224954529780846594,52601,quote,313,_KizzyBanks
2275,6710,1370171258739027968,52609,quote,1994,swolepocketyam
2279,6706,604834086,52695,quote,1748,SethRockets9
2281,6704,959732958750896128,52712,quote,328,HHHtwtig
2293,6695,1515121171351617537,52998,quote,114,ElijahJermaine
2295,6693,1159513644801167362,52999,quote,146,aal_raak
2300,203,1088386663074525185,53066,reply,610,aripinkstan
2301,6689,1006678309206405120,53075,quote,809,suomynonasi
2304,6686,1389298082479759362,53133,quote,505,FweaguyKJ_
2311,8936,839052609352683521,53154,retweet,1968,thejoshtrujillo
2319,6674,459837300,53329,quote,2068,DancinForDollaz
2320,8934,3021962797,53369,retweet,951,Cam_Mob56
2321,6673,1653295543,53382,quote,1637,officialeyram_
2323,6671,3054985513,53446,quote,3693,msrainerain
2324,8933,1191770513561071622,53476,retweet,218,whoiseddyyrd
2325,8932,1103144775056793600,53489,retweet,95,bad_bleep69
2334,6663,1176667747507306496,53626,quote,734,KindaCrazyPYK
2336,8931,1392884306599682048,53713,retweet,537,jollof_rice_
2337,8930,1233179001662902272,53758,retweet,116,addisionray
2340,6659,139143441,53914,quote,156,Sumi_Xtina
2341,6658,2551878924,53958,quote,888,hebwavyboy
2342,6656,376559130,53982,quote,144,luigi_peezy
2346,6653,1591098599672274953,54040,quote,184,cazoop
2347,6652,2927592176,54051,quote,145,M__Hariz
2362,6640,598896444,54445,quote,176,BitchImTheShip
2363,6639,1136388272823898113,54448,quote,4935,its_Kamohelo
2366,198,724045892177809408,54518,reply,9,Powerwaffe
2374,8928,1559353992,54627,retweet,4882,2PrettyinPink
2380,8925,1596743772036997120,54709,retweet,298,icysleeze_
2389,6621,2286313746,54854,quote,468,KambingKuning
2392,6619,2334439703,54995,quote,320,RealSebPreme
2393,8922,1147255212412944385,55008,retweet,241,chicknhooman
2396,6617,879545863013629952,55138,quote,71,iheartsudoku
2398,8919,701441475666698242,55300,retweet,1658,ahyaas98
2399,6616,244085762,55331,quote,416,MIERULAMRI
2412,6606,343263714,55562,quote,1459,nickfloatr
2413,6605,1270414886,55584,quote,2094,Theo_Silinda
2417,6601,775100168,55713,quote,1732,Thezee_nuts
2418,6600,1113667106,55763,quote,551,s3rgioh_
2421,8915,1348659099492376576,56015,retweet,,
2423,6597,1012327378239082497,56043,quote,949,towela_
2424,6595,1213547772017692672,56107,quote,78,nubianbarbi
2430,8913,1571213291162140680,56174,retweet,44,BBarrbiex
2431,8912,1544066048005214208,56190,retweet,424,thatsnotreiko_
2432,6590,1461454476443676672,56223,quote,76,skrubdepot
2434,196,1567137662,56287,reply,652,_SHEERIOS__
2437,195,1132333287769346049,56399,reply,40,sVilluminati
2438,6586,937749617524875264,56401,quote,182,Krato_0
2441,8911,1418416718678953984,56505,retweet,38,stars_stars67
2452,194,1480234646893785090,56712,reply,220,Meloh0e
2460,6567,421849885,56890,quote,141,olyvier_ds
2461,6566,1364377730557505538,56895,quote,285,mikedeansguitar
2462,193,550709793,56909,reply,70,TaylorGalvan12
2464,6565,223334501,56984,quote,374,dollah18
2466,8909,276127295,57030,retweet,975,Danziee_xo
2469,6562,762159393697771520,57047,quote,383,Caleb_lee31
2504,6533,790623827923443712,57626,quote,665,txeazy
2510,8902,1229330371973505025,57684,retweet,13,comfque
2511,6527,823983255431081984,57700,quote,360,Rand0mPseud0
2512,6526,1300310676053741568,57731,quote,435,rxles_
2531,6511,1255140293747195908,57926,quote,361,aimntobio
2547,6501,392258352,58118,quote,354,oclmlechat
2548,6500,1303523689,58204,quote,886,sinamikaaa
2552,6496,243383479,58272,quote,433,anannayayy
2556,6492,1214200625333862400,58350,quote,230,sunflowerpuszy
2557,6491,1368818594486784011,58410,quote,,
2561,6487,2896840753,58527,quote,347,Squash_87
2564,8895,1153122327036456960,58562,retweet,78,chrustylb
2567,6482,2945298847,58604,quote,97,CompanyInc_22
2568,8894,1676279737,58652,retweet,1455,keeeee_lolo
2571,6479,975410409489432576,58699,quote,1167,kataraminaj
2573,6478,394906843,58717,quote,228,Ramccesss
2574,6477,2467514162,58722,quote,1843,blahdarsh
2577,6474,1373784296,58731,quote,1496,BlasianGoddessx
2579,8892,1244556142803550208,58749,retweet,835,MikuD16
2580,6472,1070050302508838912,58761,quote,326,This_is__Ryan
2582,6470,1213509357675003905,58777,quote,472,B4NKSTAT3MENT
2584,8891,408378089,58796,retweet,595,mirul_acap1117
2599,6458,826667574482108416,59076,quote,883,d_jedison
2602,8887,2407430413,59150,retweet,558,Prince_Ericc_
2606,6452,526888369,59302,quote,660,asapnewswim
2607,6451,2307922502,59309,quote,562,asariahhh
2609,6449,1181706976973058048,59324,quote,44,jundebyg
2629,8881,878595069837582338,59785,retweet,11,konchanchinchan
2630,6435,1511145632769187842,59848,quote,615,muvaher
2631,184,4675224210,59852,reply,125,NikinotNicki
2636,6430,46109419,59907,quote,3342,Mumford_sSon
2637,6429,1158767283205918721,59914,quote,97,Presidio925
2641,6425,1299373555,59999,quote,168,raziqdude
2646,6420,1156727143,60122,quote,782,mfzli
2649,6417,80492469,60159,quote,1876,Naimgoodluv
2653,8880,385032363,60290,retweet,1480,jeliktapibenar
2658,6409,497343478,60398,quote,406,JayTheDudee
2664,6404,1354154545249714176,60513,quote,618,rosaleenq13
2670,8878,1098847515896569856,60607,retweet,576,AymirBanksar
2671,6398,2240688321,60620,quote,1412,KurtisCxrter
2675,8877,603314568,60637,retweet,307,blackspringvibe
2678,8876,1539437727749480448,60691,retweet,170,Oyindamolarr8
2679,6392,1162896352227090434,60692,quote,136,Thekideli1
2681,6390,1535971621617696769,60709,quote,353,slippinjoji
2683,6388,3916248736,60802,quote,847,SadManParad
2684,8875,252748074,60809,retweet,315,lukecor
2686,8874,856932473170796544,60894,retweet,850,Kingofleos_
2692,6381,723735903198302208,60996,quote,531,jada_Deshell
2696,6379,960229312464019456,61061,quote,219,jaasmiin_h
2700,6375,100386596,61159,quote,3710,_tetsuhiro_
2708,6368,2330779491,61286,quote,503,jvst_john
2709,6367,1614021398,61307,quote,454,_juice13
2719,6361,20412641,61417,quote,408,sebastianchapa
2726,6356,1126100853797081088,61505,quote,3099,yummymummyMw
2732,6352,425386938,61626,quote,325,amirhmnn
2736,8862,1489479755867070467,61676,retweet,18,C4pt4inkidd
2740,182,83169848,61780,reply,1724,lucyysway
2743,8860,199841012,61794,retweet,982,HausxHilms
2746,6345,1222519563260256257,61872,quote,133,nyny___
2747,181,1074109332424400901,61883,reply,140,LyricalRick
2752,6341,1019330356107993088,61949,quote,212,sangabrielitoo
2753,6340,755376587034488832,61973,quote,53,Louan____
2762,6333,2218189619,62096,quote,731,Bibby_Bunz
2763,6332,2563648986,62104,quote,112,bshawthegreat2
2768,8854,1032260193738838018,62210,retweet,238,AntonDominicSS
2776,179,2590740709,62385,reply,262,ssanchezz71
2779,177,1382511216422191109,62434,reply,2100,SEANMAR4J
2780,8853,1122076622977421313,62440,retweet,238,aaliyahhh369
2783,6317,811001204,62461,quote,481,A1__RT
2789,8849,2257284205,62565,retweet,203,AomsoneD
2792,6315,617461156,62573,quote,191,AustinBriller
2793,6314,1310295978390552576,62604,quote,788,iamconfusionj
2798,6311,3761616563,62766,quote,2494,ny_awira
2799,6310,2851716898,62769,quote,696,aishalebelo
2800,8846,1079958147614367745,62830,retweet,351,kennovahhh
2805,6306,2193640417,63017,quote,113,h4kymm
2806,6305,721792868,63046,quote,1280,P2Swayzey
2814,6297,1136266649739378690,63180,quote,3906,giddywillz
2815,6296,151878195,63189,quote,3551,InBtwnNames
2818,6293,1044814069230960641,63293,quote,367,XiomaraElii
2819,6292,193944803,63308,quote,762,MissDuClay
2823,173,341286273,63348,reply,516,prsmwonderland
2828,8844,894632156,63514,retweet,1807,frryhrrs_
2834,6282,1714963087,63541,quote,257,gregcarlos24
2839,6277,326455379,63606,quote,1620,JvstBeingAlote
2841,6276,1599491614774280194,63622,quote,,
2844,6273,930073055770034177,63693,quote,162,zyadzarin
2852,6267,569164220,63839,quote,168,samohtkng
2859,6261,1007133606228054016,63907,quote,365,lisazulkhaidah
2863,6257,1054336590745464832,63990,quote,3666,milktbaby_
2868,8836,280242852,64046,retweet,596,kiokio246
2879,6245,48922588,64255,quote,1009,YeahItzJay
2887,8833,369812131,64360,retweet,1877,gorgeousmmarie1
2888,8832,1241657183659417601,64368,retweet,772,deedsdonedirt
2890,171,1452600654392922112,64389,reply,40,ayesh4tif
2895,6234,1653042896,64474,quote,155,J_Vanors2015
2906,6224,1014580883465097221,64753,quote,190,Hugo_k57
2908,6222,719657683,64803,quote,697,ryllzzz
2913,8829,932755143442956288,64911,retweet,2472,JeanCarl1819
2919,6212,1396675858140598272,64964,quote,43,cat___astrophee
2922,6210,3102277280,64982,quote,630,ResistingSix
2925,6208,787688536459927553,65010,quote,433,Dal3y2x
2938,6195,1161614944586145792,65238,quote,796,amoako_asantek
2942,6192,921945006172143616,65285,quote,2461,hoodsinner
2944,6190,1290914619507142657,65349,quote,1265,AriPinksuperior
2955,8825,901520683779227648,65567,retweet,10563,mmnes10
2960,6176,1092444549090136064,65664,quote,108,daniarosdii
2962,6175,1011676890,65703,quote,293,Moranes_P
2964,6173,907230715770691584,65761,quote,130,alyauzma__
2965,6172,898404286979162112,65773,quote,357,dingbat220
2979,6161,2245959180,65999,quote,2431,LFT097
2980,6160,845129642872754176,66003,quote,3574,jonahbmz
2985,8821,1532924448915226625,66108,retweet,66,BubbleBootycall
2992,6150,1277973010008272897,66216,quote,221,bilkinwife
2995,6147,329019832,66259,quote,246,MuhdHafiz99
2996,6146,735774413438648320,66260,quote,262,leonormfc24
2997,6145,1085941845899661312,66278,quote,325,spadestrawberry
3002,8820,1147634545325412352,66314,retweet,175,drivin_mecrazyx
3004,6139,428398147,66338,quote,274,_sirgcb
3008,8818,1314210036793499650,66372,retweet,2523,thandiikunene
3009,6136,769802509254746113,66394,quote,311,_aimanlol
3017,8815,2389282802,66498,retweet,790,LuxeBleu_
3018,6130,483775378,66499,quote,617,hyrulmizi
3026,6123,3304536798,66634,quote,714,__chancho
3027,6122,792921616476991488,66658,quote,1670,KoneMoheavy_
3037,6115,1208068822093185025,66720,quote,101,kenzieblaze420
3042,6111,4728818693,66768,quote,592,_Dejex_jr
3047,6107,1021054742053752832,66818,quote,2372,itz_Bernadette
3049,6106,904680283185831936,66822,quote,3032,TiMkiMM69
3053,6102,1089613004,66889,quote,923,Juliana_L1223
3056,8808,1583465000164904962,66926,retweet,429,marajteaa
3057,6099,1288937780,66931,quote,451,Fath_Azizi
3073,8806,749478014,67221,retweet,486,qiellanabilahhh
3077,6081,706772809024811008,67302,quote,92,vchrsyl
3082,6076,385745486,67329,quote,410,ohitstim
3084,6075,1221930331214925825,67341,quote,270,antheafrank
3096,165,1501384210413768710,67446,reply,274,Baddd2daB0neee
3105,6057,317092244,67545,quote,2801,mohaz254
3108,6054,2406887719,67569,quote,419,abgson
3111,6051,1244647953358188545,67581,quote,950,rxsewuwe
3112,6050,3395751303,67587,quote,3271,FeedelSircolour
3122,8804,1218065601362399232,67679,retweet,777,1kw1y
3124,6039,1141830056765009920,67699,quote,16,zamxsu
3125,6038,942388987699671041,67761,quote,152,AirienSofia
3126,6037,610666590,67765,quote,643,mashie154
3127,6036,1879656805,67773,quote,610,Manilla_46
3130,6033,1291030202353508354,67825,quote,370,Jonas865399197
3131,6032,919566995313627136,67830,quote,252,double_miaou
3148,6019,790704173096562692,67973,quote,763,martin_mainaa
3152,6016,238559808,68034,quote,217,Jt5_M
3153,8799,1549249848175517696,68042,retweet,13,Rexa_million52
3160,8797,758262482498490369,68086,retweet,444,Kylie6209
3170,6001,569246362,68175,quote,769,JhYso_
3174,5997,4822031675,68260,quote,434,greenwolf3000
3175,5996,777609163052646400,68275,quote,221,diogooafn
3177,5995,3085072969,68302,quote,2306,Unklemoon
3179,5991,945891132700966912,68309,quote,206,amyrubykim
3181,8796,2287129336,68321,retweet,1062,lunatiaraa
3185,5988,819423625128218624,68339,quote,2304,ryconize
3189,5983,905584755063836674,68361,quote,27,MiddleNameMoe
3190,162,814852380197912576,68375,reply,2129,JennyYoo17
3193,5980,253663528,68442,quote,1649,theydontkno_
3196,8795,2458251281,68497,retweet,1517,Ireneminaj20
3197,8794,1151226136313176064,68499,retweet,366,emporiahh
3198,5977,949279314083659776,68512,quote,70,aloyeem
3200,8793,1508325213775163394,68535,retweet,10,ledi1997127
3201,5975,312562510,68551,quote,77,danieljrajaiah
3206,5970,1676254621,68607,quote,2911,starrninee
3207,5969,3223127514,68610,quote,85,fluffydude71
3208,5968,1411787983158718464,68631,quote,931,SynergyKlext
3211,5965,2290823292,68639,quote,318,4dlien
3212,5964,3360838340,68643,quote,289,draculaxt
3213,5963,916613341551849477,68648,quote,1197,holymxn
3215,5961,1178045467986399232,68691,quote,421,AiredForce1
3218,5959,1038442602524303360,68731,quote,1149,RoogiRoog
3225,5951,969162088395493376,68799,quote,135,originalabdi3
3230,5947,1689305994,68840,quote,971,FavoriteNakama
3235,8791,887009906179670018,68903,retweet,532,Zephyr_HBK
3239,5940,827176512742838274,68986,quote,564,hannaxmontanaa
3248,5934,634271353,69068,quote,954,_nurAIRIN_
3249,5933,1095383399869620224,69094,quote,133,_3merald_
3250,5932,1528929300,69099,quote,2673,delincu3nte
3257,8786,1591023470997131264,69243,retweet,328,rea_xup
3260,5923,58591835,69284,quote,745,TreHoe4L
3264,5920,849120636551258112,69345,quote,84,lasher109
3269,5915,1617197585286021124,69386,quote,81,RealVvmV
3272,8783,4650348072,69441,retweet,137,Marissa_MarZ21
3274,5912,790294413570342912,69476,quote,561,GoodJobYackeem
3275,5911,330507044,69476,quote,331,Dude_Marley_
3281,5905,847547961420775424,69550,quote,290,kendalljsmall
3283,5903,3246918007,69563,quote,1842,farishafadzil_
3289,5897,1171507110028267522,69739,quote,386,_MuriithiLydia
3290,161,1362806784562405376,69743,reply,842,StayIn_y0urLane
3292,5895,829772331908288513,69765,quote,672,tattedpimpin
3294,8782,950004757,69809,retweet,259,LydellBurnette
3305,5885,1162994462,69974,quote,395,UdinNash
3307,5884,883624068901195776,70006,quote,1492,Kollex_Kay
3313,8778,1383901675660869637,70109,retweet,1139,TyroneChunLi
3318,5874,1131413807153049601,70159,quote,287,justlooklxft
3322,5870,757407593660768256,70252,quote,1133,jaayynneeee
3323,5869,1359761575771578370,70257,quote,1541,Kvybee_
3324,8777,1506423107308900363,70268,retweet,2729,N0VEZ_
3329,5864,1171517596417449984,70319,quote,178,frappe2kimbo
3330,5863,920321699672940544,70328,quote,1085,just_leeQ
3332,5861,1065221529728892928,70351,quote,88,__maguie
3335,8776,1256255225146609667,70407,retweet,287,Robi_barbie
3336,5858,1089615635439673344,70432,quote,512,shak3342
3337,8775,1505244543456796676,70447,retweet,116,taedidmypinkbob
3342,160,1558143200119906305,70488,reply,10,TheRowanRivera
3351,8772,1284028994187399171,70758,retweet,91,_stormbby
3358,5842,147884268,70799,quote,427,Divyamastertwit
3362,8770,1473753129908908035,70824,retweet,3409,taytatee
3376,5826,1199195215216574464,70928,quote,446,deadfrappe
3381,5821,716060518637641729,70971,quote,3569,achickenperson
3382,5819,85504281,70976,quote,1145,shibod_
3383,5820,1343757354026725377,70976,quote,57,Eileenerstein
3384,8768,1587726123667972097,70988,retweet,110,BadgyalStud
3391,5812,1065756679,71063,quote,1291,Hxfizuddin_
3392,5811,939354164915609600,71064,quote,612,zkdlingogh
3395,8767,2792392424,71095,retweet,1645,biamsousa
3399,5806,1080771640147857408,71135,quote,90,shashamierah
3411,5795,2846838358,71267,quote,396,MCL_Beats
3412,5794,938599190162296832,71267,quote,3517,BlaxkHefner
3414,5792,893736207380652033,71296,quote,78,thats_so_ryvin
3423,5785,1009404383895797760,71384,quote,772,mhdaimanr
3427,8764,1287093640787931136,71458,retweet,5929,wheeinthefandom
3428,5781,728630953,71485,quote,368,haaaarris
3429,5780,64760588,71491,quote,4973,Tusk8rman
3432,8763,1551855818857148416,71547,retweet,1205,NMTheRapGoddess
3438,5773,1405913018328813574,71608,quote,1391,swfs4x4
3439,5772,194575372,71623,quote,557,Mqmnooo
3453,5761,365245191,71743,quote,1623,syafiqah_nabila
3454,8758,1530987498855350272,71752,retweet,775,PRONIKAA
3456,5759,961011708788662273,71790,quote,225,seriouslydred5
3458,5757,1130598915462619137,71815,quote,2147,Kenlario
3466,5749,749164515426603012,71884,quote,405,ace_vsqsz
3468,5747,317245618,71904,quote,245,yuglanoisuled
3472,5743,1338015014578483200,71910,quote,61,klit_z
3476,5740,867999419697778688,72028,quote,542,Justin92512986
3480,5737,1298228132579889152,72036,quote,218,bordelinegurl
3481,5735,219569295,72043,quote,635,MaikaNizam
3482,5734,1605609098459979786,72051,quote,169,cellissst
3489,8756,2719835019,72118,retweet,307,graciatka
3491,5727,544547999,72124,quote,308,ShomarleyJ1s
3492,5726,1311981647433265158,72125,quote,1721,Khojo_Hazard25
3495,8754,1232854493026553861,72152,retweet,948,PopularSleeze
3496,5723,1468940178165100544,72165,quote,292,Baconpink55
3501,5718,327615955,72204,quote,753,horanolwenn
3507,5712,1205744922546053120,72326,quote,4324,FdezzGarciiia
3508,5711,1392865259195613186,72349,quote,282,yomnaaH_
3511,5708,352307017,72376,quote,798,YaiyaDollah
3516,5703,1070485671310176256,72423,quote,130,MelanieNop
3517,5702,1191377563718995981,72430,quote,181,Wxhid19
3525,5694,782095958,72558,quote,311,Fiqsii
3526,5693,3144567768,72572,quote,,
3535,5684,2219284589,72712,quote,290,bosskairaa
3538,5681,1252294220,72729,quote,239,qhwisty
3540,5679,951209630,72751,quote,1429,thiramustaffa
3555,8752,2935749965,72951,retweet,,
3570,5652,466624261,73153,quote,841,MatYo92
3571,8750,1548189847373811715,73167,retweet,290,mellasmask
3576,5647,1548302078560194567,73229,quote,1398,callingoutsel
3581,5642,2418937921,73268,quote,803,chillinsmiletwo
3584,5639,479697346,73294,quote,906,TheSuperNanah
3587,5636,324714646,73356,quote,374,lts_angelito
3588,5635,1589367390072094720,73364,quote,68,_roodyzzz
3589,5634,1972313190,73372,quote,4532,The_friedfish
3591,5632,863001510,73374,quote,2140,___aisz
3595,5628,1350881930514989057,73428,quote,595,th8ndoo
3597,5626,2617637267,73474,quote,1421,neyotherock
3601,5623,937290009459044353,73529,quote,239,eijaaaaaaaaa
3609,5615,233587585,73612,quote,2244,IAmFreddie_
3611,5613,875027944594427904,73637,quote,80,tmlamas
3617,5607,253416320,73700,quote,3244,azrulazwarsam
3619,8749,1453407290535469186,73733,retweet,178,AgianThinking
3621,5604,978994553221939202,73780,quote,4814,thaatNeville
3622,5603,916790959,73783,quote,946,nyssarahimi
3624,8748,965613507432599553,73792,retweet,158,mariecleem
3625,5601,287793437,73797,quote,655,wolfieaniza
3626,8747,1579088689,73804,retweet,6605,JessTheGemini
3628,8746,1044243199,73825,retweet,6575,_skyh4i
3636,5592,954407921869258757,73962,quote,841,Nostressmebiko
3638,5590,1015083228946984960,73976,quote,223,dreamer_hob
3639,5589,1415482631735623681,74003,quote,202,G4yG0bl1N
3651,5577,277262412,74168,quote,848,RvnnEmUp
3657,5572,1256279316008185862,74305,quote,36,nzaltnn
3660,5569,415180928,74339,quote,3578,ChasinnCommas__
3665,5564,1329745756073422854,74398,quote,57,ami93075
3671,5558,3436841542,74507,quote,3963,SithandiweNgesi
3672,156,1505361029609500672,74512,reply,309,Selmagjr
3678,5553,2444054799,74539,quote,1230,lewii_g
3683,5549,402179336,74581,quote,369,prinsipeng
3688,5544,742358794072559616,74611,quote,2355,napatlism
3690,5542,995048482716160001,74623,quote,457,tuke_305
3691,5541,767267966161387520,74625,quote,985,sureboynazz_
3695,5537,55171792,74703,quote,356,picassomatin
3696,8743,300886060,74706,retweet,519,Shahrul_twt
3699,5535,22313434,74764,quote,1125,digdugx
3704,5531,999611828,74818,quote,765,NotEvilOctopus
3708,5527,1025624967717605376,74866,quote,1493,abhilashaknj
3709,5526,3072878715,74869,quote,1217,svvrlz
3718,5519,2217541373,74963,quote,2014,Lorac_02
3722,5515,2567042717,75031,quote,534,Mimii_F
3723,5514,966700387699802112,75039,quote,1222,rebelji
3729,5508,371331610,75105,quote,4616,Valanthony25
3731,5506,1271728825106341888,75131,quote,2211,sta_rrzz
3735,5502,399222015,75189,quote,789,aliea_natasha
3738,5499,1094218457388732416,75226,quote,268,z3sonce
3742,5495,924803962573791232,75289,quote,940,hiloveyu
3745,8738,760068568813744129,75297,retweet,151,tide_graph
3747,5492,232174688,75309,quote,582,fadedflowerzxc
3749,5490,259280144,75324,quote,685,Webbie_1993
3750,5489,1383085249240858626,75331,quote,188,g0id2
3765,5478,1426883198894678016,75490,quote,1546,buegaee
3774,5471,1026517672245125120,75586,quote,172,thebewol
3777,5468,1052260027258560512,75609,quote,350,anixgil
3780,153,956696922680565760,75663,reply,4367,hoelyshits_
3784,5463,877144913477074945,75699,quote,2095,selgoks
3788,5460,1587587170461798400,75740,quote,14,EduardoFonte08
3792,5457,318947149,75749,quote,952,liesofserpents
3793,8729,1456091606604402689,75773,retweet,131,trulymonday
3794,5456,400521810,75779,quote,4354,eastsidelouw
3804,5449,837669235,76026,quote,1139,SyafiqSyafiqXD
3807,5446,3331641533,76038,quote,182,syl_jos
3808,5445,3324495949,76043,quote,310,nrlhsnrsln
3813,8725,525127216,76093,retweet,856,theofficialka_
3822,5433,1686195391,76220,quote,396,NadiaTchipMinaj
3829,8723,916161872126140416,76272,retweet,626,hatebeinghere
3834,5422,1172508173783228416,76329,quote,2703,CallMeVid
3838,5418,621074711,76345,quote,994,rabiatuladwyh__
3841,5416,319193307,76351,quote,1448,ShyBoogie__
3842,5415,479467971,76376,quote,360,afmattt
3868,5392,370505078,76690,quote,495,itssufyyo
3876,8719,380898822,76778,retweet,1837,jennymyoff
3887,5378,1181569935358775299,76841,quote,74,4dvm1
3893,5372,852933566086434816,76886,quote,189,TamosQueiros
3898,5367,1118449642394537985,76966,quote,1980,EliasYusuff
3901,5364,1035161383208411137,76990,quote,176,fardeen_39
3908,5359,471312830,77065,quote,1431,patchfacee
3912,5357,267826603,77083,quote,874,_akmalNA
3913,8712,624151929,77097,retweet,480,bigb_baddieC
3921,5349,1368204430328426496,77157,quote,1323,shahryaromer
3922,5348,1056489397959352320,77169,quote,574,batthesith
3930,5341,931661964216094725,77235,quote,3928,tsonganinja
3939,5333,508559787,77330,quote,952,assassinassin
3943,5330,1316628791083622400,77358,quote,687,SHIKIGUMI
3944,5329,604459999,77368,quote,3506,kingEnglish__
3947,5326,2967364900,77399,quote,522,cyberangryghost
3954,5320,850476538688679938,77458,quote,2256,renixkeaya
3955,8708,1420621551997579267,77461,retweet,57,matt_lxs
3956,5319,1073905434271064064,77464,quote,395,Zinoo1M
3960,5316,1540999957247041536,77488,quote,141,ryvlry
3962,5314,2349993366,77517,quote,4959,youselesss
3963,5313,4893714659,77533,quote,250,Renata_dark_19
3965,5311,512743943,77563,quote,367,aprilbaby_99
3968,5308,47475142,77582,quote,638,AndreL__
3971,5305,485792261,77594,quote,1003,_tamerahardy
3972,147,1565026223474057216,77597,reply,276,MinajInChrge
3984,5294,1572735482349637632,77710,quote,2712,hannahwaffles_
3987,5291,257999444,77722,quote,1118,Livin_Life_1
3988,5290,1107738946237128704,77725,quote,107,whoareyouhuh_
3992,5287,1240635268689874944,77759,quote,302,selenq_marie
3994,5285,3389935871,77793,quote,334,pavel_xxvii
3998,5281,2943558668,77821,quote,62,luqmandrs
4002,5277,1079703644050583557,77857,quote,234,hnurulanis
4003,5276,1514196445704126469,77867,quote,733,enthuaa
4008,5272,355911570,77875,quote,621,NurhaanHamka
4016,5265,1262545277707223042,77972,quote,3933,official_CeeYa
4017,5264,395493766,77986,quote,481,AinoOrviz
4019,5262,972309336,77996,quote,4749,Aku__Addy
4025,5257,1297347383890714626,78054,quote,694,madeinsxmg
4029,5253,707320863847260160,78076,quote,139,cokiaaaa
4032,5252,946921484953387008,78077,quote,85,suastanley
4034,5249,95156065,78088,quote,922,1ndymynt
4041,5243,1144527644085706752,78179,quote,108,volkeytalky
4044,8700,1301532851528175636,78198,retweet,269,Jao18635514
4048,5238,498571051,78220,quote,255,alex23silveira
4054,5233,862435932,78288,quote,115,Billygarcia23
4064,8697,855699585028804609,78377,retweet,12344,thirstysphe
4067,8696,1409812392767225856,78400,retweet,133,jaembojuice
4073,5218,964156790,78436,quote,448,rifahafiqah
4086,5206,596353758,78530,quote,548,jeanclaudeross_
4089,5203,122289023,78544,quote,282,LookmeeBieber
4091,5202,957206274,78563,quote,736,AmeliaJuria
4097,5196,309236494,78591,quote,418,rreion
4099,5194,41649791,78606,quote,1118,syakielaLaLa
4101,8692,2966263287,78618,retweet,631,bloop0495
4107,5188,1035126731374350337,78671,quote,298,zackaydlin
4108,5187,2729370851,78678,quote,1180,momoore_sontan
4111,5184,1459959820287721474,78720,quote,40,Godgiftlimo
4114,5181,701230052,78756,quote,789,_AdeAugustine
4115,5180,368693710,78757,quote,154,KoolKidOscar
4125,8691,978014363381587969,78831,retweet,414,Nick_Mendes03
4129,8690,598631999,78886,retweet,768,Kenyaa0525
4134,5163,1673712960,78912,quote,96,okaethen
4137,5159,841277108,78922,quote,1165,Anawiniiz
4144,5153,278018917,78971,quote,1976,ohpaten
4149,8689,1368701758067859465,79006,retweet,145,nickixmajesty
4154,5144,514435892,79055,quote,222,_NinoWepa
4155,5143,1139539689877098496,79061,quote,144,SyahmiNasrul2
4160,5138,2292234813,79124,quote,1300,brittanyfmxx
4165,5133,222402364,79187,quote,730,LarnChyee_
4171,5128,1271171570,79225,quote,723,shythegenious
4183,5116,4689449659,79292,quote,1474,MarkMuga9
4188,5112,91981259,79301,quote,1048,gubwan
4196,5105,325542067,79377,quote,1463,BitchLookaHere
4203,5098,2978802916,79426,quote,1084,b_lott24
4205,5097,2280510077,79428,quote,530,heatfck
4209,5093,758452485329674241,79466,quote,30,ImFuckingV
4211,5092,62645544,79480,quote,290,joeldv123
4216,142,1562363538454106112,79529,reply,33,neverseeingthis
4219,8683,1071674963768344577,79546,retweet,241,Theesamuraii
4237,5071,1059425577126584320,79650,quote,286,Nanadenaya
4238,5070,488750881,79651,quote,2622,__dlocc
4248,5061,1183750348357263360,79708,quote,10,babecallmesora
4269,5044,2877229989,79849,quote,345,MacAttacksYou
4270,5043,1314463004709261312,79857,quote,982,StannLee_x
4274,5040,19831694,79901,quote,978,wizardbri
4275,5039,1003073258,79904,quote,792,SyazwanieAney
4276,5038,896765322451185664,79911,quote,749,watetu_ndirangu
4278,8675,863762487996317696,79949,retweet,389,_justdeen_
4279,5037,422472896,79958,quote,671,alipanda96
4282,8674,844206406051889153,79982,retweet,305,ZikryAdam19
4283,5034,1056886264207720448,79986,quote,1610,HOKAGESAMA2000
4284,5033,1504874110832234500,79995,quote,36,umxma_a
4286,5031,821465852998455296,80008,quote,466,r4quel_almeid4
4288,5029,26468615,80047,quote,4943,pkckAm
4291,5026,2807004182,80063,quote,1108,rose_is_rosiiie
4294,5023,870115891786129408,80094,quote,107,aizaaaaattt
4297,8673,73832526,80112,retweet,407,iJusMight_69Her
4304,5016,1482160532899704838,80157,quote,927,seleneter_sel
4305,5015,1251453886436642816,80159,quote,162,Ameldynasty
4307,5013,2703010425,80167,quote,222,TheDiachibi
4311,5009,1007940529546547201,80214,quote,1324,sunblonded
4313,5007,2300363124,80219,quote,1213,96_track
4314,5005,970264064,80246,quote,2188,baeujie
4315,5006,1184746880,80246,quote,2430,__X0TW0D__
4330,4991,113890771,80326,quote,1999,estherpretzel
