level_0,index,id,time,type,followers,usernames
814,7654,1468800098138271749,22748,quote,87,1312portarmemal
816,9365,1431084161440235655,22787,retweet,1940,Jordanbloked
817,9364,1160671062,22795,retweet,1280,pherpeache
818,9363,930454212059660288,22801,retweet,407,detka4am
819,9362,285191164,22837,retweet,1035,barbi3dreamz
820,9361,836802111761498113,22866,retweet,602,johnnyxmolina
821,7652,31445679,22896,quote,430,isthatEroc
823,296,1175766471215079425,22975,reply,787,arigbfamily
824,7651,2938769266,22993,quote,320,o_otegbade
825,7650,225928430,23014,quote,2280,GeraldTweeted
826,9359,1325181882577940480,23049,retweet,36,ellieeaee
829,9358,321078414,23112,retweet,909,xixioshun
830,9357,767558944189353985,23137,retweet,745,koagoodchild
835,9354,1208829008584085505,23368,retweet,274,niycoticz
836,9353,3222355264,23369,retweet,837,RobinsonTristin
837,9352,1092892138793246721,23422,retweet,1112,slvtforbari
844,7640,131824053,23511,quote,844,JooannG
845,294,1557953581302829057,23538,reply,28,sbxtnmarajonika
849,293,1243638179967700992,23689,reply,126,urbanhendrix
851,7636,156760586,23723,quote,2829,TreDaBawse
855,9348,1210306714160861185,23767,retweet,6985,CloudyPt2
856,7634,492717700,23847,quote,912,skyward_slut
858,9347,1184461323595374594,23862,retweet,460,khaleesidroga
860,9346,1012117108841476098,23899,retweet,439,NanaMiraj
863,9344,177439542,24015,retweet,1053,KingdomTingz
864,9343,1020075718850564097,24035,retweet,4028,ThatsGenie
871,9341,2465266770,24235,retweet,1294,flowerbooy_
875,7624,1112683869013073920,24276,quote,352,Squall6Shadow
876,9339,1562564348404711426,24291,retweet,24,dojaschatroom
877,9338,1047858749770280960,24300,retweet,607,FAlRYPARK
879,9336,1081374171869913088,24443,retweet,117,RCHPV1
881,7623,828577668576731136,24452,quote,304,____MISFIT
883,9335,3399303473,24552,retweet,892,DIABETICFATHER
886,9334,4043335336,24591,retweet,128,ERICKADRIAN_G
892,9329,842947642955087872,24702,retweet,1572,sawcjay
894,7618,1271012057714958341,24715,quote,1905,cowboylikepete
896,9326,3304135085,24764,retweet,1204,taycevibes
899,9325,3196745364,24843,retweet,5432,dischannel_
901,290,1567252009799286784,24942,reply,324,barbia_doja
907,9321,1433169948860424195,25080,retweet,251,jpthefrenchguy
913,9320,1511583829890600961,25211,retweet,308,MinajQueenprint
914,9319,996200619420602368,25218,retweet,1656,SE0KJINFAIRIES
916,9317,1577057350703267840,25247,retweet,128,imchrissexual
920,9314,1403032379644649473,25347,retweet,305,swiftsolarpower
922,9312,1320091539960434688,25378,retweet,35,StephanX0X0
923,7607,1367564732115410944,25406,quote,57,MinkMin_k
924,7606,1481680554965807108,25411,quote,1737,stanrodguez
925,9311,1071603281225506816,25430,retweet,215,hottidanni
926,9310,1518784461537787904,25447,retweet,52,Gabe11794656
930,7604,3075439927,25537,quote,827,TonyBrax__
931,288,1428928739572862993,25557,reply,48,saylatherula
932,9307,3249669118,25557,retweet,394,cthegawd1
933,7603,796848240410980352,25596,quote,2232,luxshicianx
934,9306,2275817006,25607,retweet,2568,kingalbeezy
938,9305,1475117521284083721,25667,retweet,1467,TYTUSbytytus
939,9304,1194451916669014017,25669,retweet,290,LemonsPriyanka
942,286,1079204665982500864,25712,reply,918,arkemjk
944,7598,4400077829,25745,quote,141,wheresmydadbro
945,285,888492786554679296,25748,reply,154,NiaNation_
947,9302,1567735776149897216,25823,retweet,1921,jokerdabarb
952,7593,1418671144291475458,25994,quote,294,pedrohateshms
956,9299,1576409796462395392,26060,retweet,442,StackinOnika
957,7591,2720132262,26073,quote,1562,averyadrenaline
961,283,1110349561321541632,26168,reply,337,uzo_actually
963,9297,1167596918752649217,26212,retweet,,
964,9296,1314298497131147265,26227,retweet,426,mono_ghostinn
966,7586,3631563373,26296,quote,3216,ericaluvsjoon
968,9295,3155902487,26321,retweet,1620,xgrxngex
969,7585,439789233,26333,quote,1078,MaiyahNailah
972,7582,2753300521,26411,quote,587,armandorg81
974,9294,1011426770,26451,retweet,148,adriixadri
975,9293,195399545,26461,retweet,3064,antcriedwolf
976,9292,1076119023438434304,26504,retweet,878,sadguy007
978,9291,1029744016848572416,26611,retweet,1337,emma_tieson
979,7579,303529450,26757,quote,1481,ashleybumaye
981,7578,1488859483703066626,26821,quote,3086,watapana_
987,9288,3128069366,26909,retweet,712,OGFlyGirl
991,9286,1400532013438976005,27096,retweet,335,likenashe
992,281,1521818538473840643,27109,reply,617,CallMehChunLi
993,7571,394455321,27111,quote,410,wtfgreenlee
998,9284,938611311046545408,27235,retweet,869,BarbieThique
999,9283,893898026435170304,27240,retweet,700,Y0UNGMck
1002,9281,1365486221204586496,27338,retweet,3224,meltborne
1003,7567,1472667541784997899,27383,quote,827,MrDoubleUSee
1005,7565,1384813789,27409,quote,1948,sebascitou
1007,9279,357965339,27442,retweet,809,Po5iedon
1009,9277,826191290,27490,retweet,10300,__lone__wolf
1013,7562,1012426878597128193,27560,quote,2865,sedaymatzumiya
1014,7561,3104929534,27570,quote,2619,milfism
1018,9274,299938707,27591,retweet,35091,Challengeteamtv
1019,9273,1391417362855907328,27616,retweet,1234,KAIMARAJJ
1021,7558,1100897572812668928,27644,quote,309,prestanite
1022,9272,1177266577,27658,retweet,166,KilamThaGawd
1023,278,1459578357214068737,27679,reply,156,sIayflo
1025,277,1322360689210568706,27699,reply,560,itsjavilani
1026,9271,320440403,27741,retweet,106,kkaiquediniz
1027,9270,2478810924,27771,retweet,406,mailyn_padilla
1034,7551,2870141442,27987,quote,322,BigPapiNova
1037,7548,561454097,28010,quote,1261,SawpUFakas
1039,7546,92092610,28136,quote,577,lestweetsdegab
1043,276,875230806905630724,28207,reply,6832,itsalisparks
1046,9267,960163117031481346,28291,retweet,508,jwver5e
1051,9265,4637580673,28392,retweet,56674,rnzztlntn
1052,9264,587083013,28394,retweet,1648,wilfredsaavedra
1054,9263,39139344,28500,retweet,1027,EzETheTruth
1056,9261,1485190778783686657,28562,retweet,3713,fkapoIo
1058,9260,1378187171136425992,28601,retweet,18671,brattyboochie
1060,9259,851629139320819713,28643,retweet,1562,toluisafinegirl
1066,9258,1509732414909784068,28747,retweet,188,Toucan_242
1067,272,966692470707904513,28751,reply,1568,414avion
1068,9257,1335974299266584580,28760,retweet,238,Tdogsxxxhavenn
1069,9256,316197661,28764,retweet,1081,Gemyyni
1070,271,1229608542535024641,28835,reply,52,jae_jaer
1071,9255,3287317669,28870,retweet,22,st_evenle
1073,7532,1566257573170487296,28930,quote,13,MuayThaiJavi
1074,7531,1582995488323821568,28936,quote,845,BARDISPICE
1080,7527,46267079,29106,quote,3877,UnGatoCheshire
1081,270,99637691,29119,reply,298,CousinPooch_
1083,9252,1440719510609141768,29172,retweet,4793,OnikaUniversity
1085,7525,702815106988642304,29190,quote,706,ewyougly
1086,7524,1252540170219466752,29202,quote,562,linkykorok
1087,9251,64884538,29208,retweet,1804,twobluntpapi
1088,9250,600870926,29231,retweet,2781,Ridin4DaKid
1093,9247,2400170606,29424,retweet,2984,youyaslife
1098,7519,1407034709452992515,29612,quote,1006,zeppelistars
1099,7518,828064105986666496,29613,quote,284,IsaacRod305
1104,7514,1387713036652355587,29634,quote,948,Needsandwrongs
1105,9243,700424488756842496,29641,retweet,58,MeroElmar1
1106,7513,1077289663688204288,29656,quote,855,majorasmusk_
1113,267,1374544531434184704,29799,reply,105,jordysene
1117,9237,999411446936039424,29843,retweet,390,melgahdi
1118,7509,1059258655630069760,29861,quote,1630,Ieviuzui
1119,7508,53152954,29877,quote,2763,smknsunflowers
1123,9236,1601756847391784963,29995,retweet,249,niggadoII
1124,9235,1412812394028470277,30006,retweet,122,KWill625
1125,266,394313467,30025,reply,9278,ShayWoulahan
1135,9230,4538490275,30332,retweet,816,Josephazazell
1139,9228,520041391,30510,retweet,2209,Antdoll_bitch
1144,7495,26793522,30687,quote,318,alejandrlongart
1146,264,1003172994074710017,30700,reply,118,iluvcrystals222
1147,7493,1566489804665004032,30703,quote,280,dojasAlegend
1151,9225,952586761,30769,retweet,178,perksofvon
1156,7487,872804310920376320,30866,quote,463,YounggLion_
1183,9218,396305224,31577,retweet,221,Chey_Chey42
1185,9217,983169617374965760,31650,retweet,1138,harajukusnackz
1187,9216,3601905025,31663,retweet,403,BloodyLeved
1188,9215,1558921015199154179,31672,retweet,45,munchonminaj
1189,7466,1671761358,31704,quote,2036,ladgaga13
1190,9214,1385326202148114435,31719,retweet,1323,anthnyjsphpart2
1191,7465,166564217,31728,quote,1218,StephyLazo
1192,260,1193233846818476032,31728,reply,750,___haleema__
1197,9213,404798825,31793,retweet,2444,wickedCiiix
1198,7460,947146662774034432,31888,quote,686,RyxnsR3v3ng3
1199,9212,1200525230810304513,31965,retweet,177,worstbehaviorrl
1205,9208,1157622463661928448,32049,retweet,3854,NickiMegatronJB
1207,9207,724218874955182080,32055,retweet,1402,MONSTER4LlFE
1208,9206,1046284326118121472,32096,retweet,589,Harajuku_Tingz
1215,9204,1429460569128591367,32234,retweet,876,JAYSCTRL_
1217,9202,1227799095298805760,32284,retweet,211,kevinjacksonnn3
1219,9201,2366269672,32331,retweet,1463,brwngrlkaren
1220,9200,1473750833414107138,32362,retweet,311,badbihhbey
1224,9198,1140718813060616193,32437,retweet,139,arianas_simp
1225,7449,1056594231895228416,32467,quote,1049,PlayboiSHAKi
1226,9197,795468524366004224,32548,retweet,121,ttrashy_queer
1228,7447,1168323543324606464,32592,quote,1527,BLAZEDTIMEZ
1231,9196,1142856105342787585,32673,retweet,340,MtheFemcel
1235,9194,1209606926507692032,32705,retweet,3020,EboBissue
1236,257,1326876434237894656,32710,reply,270,prdr666
1239,255,1356278234967642114,32727,reply,207,3kjai
1241,9192,1096924940371144704,32817,retweet,3188,ijahgrey
1242,9191,236516271,32833,retweet,856,Terrel_leonard
1244,9190,1025830629269749760,32843,retweet,4110,tailessbeast_
1246,9189,391675675,32861,retweet,346,nartlebanthony
1247,7440,1432796276505075717,32894,quote,3635,deoyrgz
1255,9185,1205968607974510592,33014,retweet,1518,carlosisvanjie
1256,7435,1543371015119671296,33026,quote,119,Busines77393472
1257,9184,2692143571,33032,retweet,1342,xcxrgio
1258,7434,1396669045068414978,33056,quote,54,woodsywheat
1259,9183,1121486123371511808,33070,retweet,25,itsmelonhoe
1262,7431,40478907,33126,quote,232,joey_mundane
1263,9182,2721075285,33133,retweet,1476,nay2sick
1264,7430,1138875470227881986,33213,quote,532,AceFafb
1266,7428,74042594,33276,quote,137,YuhBrute
1268,9181,516016775,33299,retweet,401,apolonisidro
1273,9179,1479938388778180609,33412,retweet,289,TdHeatherKasuga
1278,9177,1446601558867779589,33503,retweet,609,princeebabyy
1281,9176,1328916810108899328,33576,retweet,6434,kykyevans
1282,7419,1182374534172893191,33593,quote,3610,SnipedPaulie
1283,9175,491475965,33623,retweet,452,alejandrodro77
1285,7417,785869130,33656,quote,59,tverseee
1288,9174,175154965,33727,retweet,1076,jordan_tully
1298,9173,197893197,33950,retweet,515,jimmycervantesc
1300,9172,1260403495250862080,33980,retweet,89,tamberinegold
1304,7404,1464831425010614276,34021,quote,34,jondoeee56
1306,251,3293397800,34047,reply,701,webofpagne
1307,9169,709507018839580673,34049,retweet,1047,KaceAndreaFTNS
1312,9168,1027244697213972481,34217,retweet,1629,liamswrId
1313,9167,1306284347658579970,34264,retweet,3222,souverings
1315,9166,1463142352126623750,34289,retweet,111,PapiLuna95
1321,9164,522799085,34460,retweet,541,k_drez
1324,9163,456027491,34524,retweet,8573,angelfordelena
1326,9162,1280020483703025665,34667,retweet,2093,officialangelt
1329,7390,1401729509548859396,34776,quote,4649,hoedorokiii
1331,9160,33788734,34821,retweet,1216,RainbowKiid
1332,7389,810212630568849408,34842,quote,173,badgallore___
1337,7384,1424435774041231361,34941,quote,880,HausFoureira
1342,249,2560686942,34998,reply,945,slimthick_shady
1349,7375,1234005062109757440,35086,quote,68,leaathag
1350,9157,1518940416883793926,35094,retweet,2955,josee__fdez
1353,9156,1106239842990592000,35140,retweet,150,yuhgurlmax
1355,9155,2334234049,35149,retweet,267,JASTIEE
1357,7371,3419431055,35159,quote,261,wesley_correa12
1359,7369,1551111727844134912,35211,quote,840,thecoochiemnstr
1363,9153,4789652353,35346,retweet,288,10blase
1364,246,2926314235,35354,reply,783,jaeIen
1367,9151,1166473600611901441,35447,retweet,301,LivingBratzBaby
1371,7363,1096012008506490883,35515,quote,167,tascomodred
1372,9150,935623127698231296,35528,retweet,257,_kingtuttt
1373,7362,1211965930055454720,35541,quote,589,Sehdabi_APB
1377,245,91165402,35592,reply,1582,imsasusele
1378,9148,1349948166381195264,35620,retweet,875,romeodrifting
1381,7359,261516445,35674,quote,970,SayNoEbo
1382,7358,374557132,35676,quote,980,ONOFREGEA
1384,244,142120232,35686,reply,362,falisha_knight
1386,243,1515885350866018304,35732,reply,1775,jadensspov
1389,7353,220310100,35746,quote,931,SYAM1L
1391,7352,766082516667207680,35778,quote,718,Sololabss
1392,7351,2247326847,35800,quote,1494,ricardondrs
1394,7349,2766635081,35837,quote,359,matt_martino5
1396,7347,539400489,35845,quote,1245,_dreadadon
1397,9144,2290379322,35874,retweet,1062,joeytheleo
1400,242,3233916093,35891,reply,338,nivek_mj
1402,9143,1142573155560693760,35914,retweet,186,Young_ness69
1403,7343,1072367561982033926,35923,quote,278,Manuelitooo21
1405,7341,1392884702931992583,35945,quote,1425,SleezeStreams
1408,7338,1121734469973630976,35982,quote,729,gkhwxx
1412,7335,1866697777,36049,quote,694,im_goharder
1415,9141,260041055,36062,retweet,91,MarkANisperos
1417,7332,4841526674,36090,quote,2626,miainthehallway
1427,7325,1082761492196483075,36205,quote,85,Ser_Boryc
1431,9136,1320118635843719170,36332,retweet,2849,tez5__
1434,7320,230573017,36368,quote,349,junosorbit
1435,7319,3536782095,36374,quote,1747,osnapitzperi
1438,7316,864963900634169344,36391,quote,49,anthony10b_
1440,7314,1171088302079959040,36483,quote,327,Fabio_passos07
1441,9135,1292701214346555392,36487,retweet,536,rodyroco
1442,9134,1065769316979593216,36489,retweet,338,savethebeellas
1445,240,1321069638,36547,reply,414,indra_sinher
1448,9133,4786124542,36588,retweet,253,JT7581
1450,7308,112009924,36610,quote,856,PippyLongSockss
1453,7306,872677372788490240,36635,quote,433,MajesticResper
1455,9130,1372026370520461314,36681,retweet,1123,tfmsupremacy13
1459,7303,1155391221822607362,36721,quote,341,bladeemoder
1461,9128,816737915682299904,36736,retweet,454,cenorinhajrr
1462,9127,881574589851193344,36764,retweet,136,lenaberry18
1467,7299,1449329239153577988,36907,quote,192,0NDATRACK
1468,7298,857035836906496002,36913,quote,223,J_002_
1471,7295,845428411749281793,36976,quote,176,CloudBoyJay
1477,9124,1188199670738247686,37063,retweet,936,FrenchTrain
1479,9123,1440873793983954944,37087,retweet,423,victorhreis
1480,9122,1384123725973385221,37097,retweet,352,nickianapussy
1481,7290,545561602,37103,quote,262,sof_jb29
1482,9121,357556151,37167,retweet,6650,demixready
1485,7288,216751439,37235,quote,4986,_304MoneyMane
1500,7275,2198927040,37502,quote,272,dvddykuzma_
1501,9117,1303897533425487872,37512,retweet,534,ThatGoldenTouch
1502,9116,1510344725559230464,37522,retweet,331,DevonteDaGreat_
1507,7270,3649586472,37601,quote,960,jlhptd
1508,7269,2255178884,37616,quote,3774,BrodieeOfficial
1509,7268,377611715,37695,quote,2145,abigvle
1510,9115,260980994,37698,retweet,1183,ThoughtsByJae
1511,9114,864090486168051712,37728,retweet,305,AshesWeAllFall_
1516,7264,140134023,37805,quote,813,Tasmis_
1517,7263,2718591242,37808,quote,2454,nivolasss
1520,9112,755385256325165056,37840,retweet,7760,tasty_vive
1521,7260,1596280528793088001,37840,quote,,
1524,7258,842911568086122496,37884,quote,576,ADistrictHole
1525,7257,888902391038451714,37894,quote,263,indigosvns
1532,9107,1423778478,37978,retweet,1180,ChrisB2Raw
1535,9106,336315701,38059,retweet,687,Smiley_Keke
1536,9105,192611863,38081,retweet,3519,abbbieex
1538,9103,1161518003604873217,38108,retweet,102,wilzennnn
1544,9102,1103434822213545985,38161,retweet,76,mackinleyparham
1545,9101,2689214598,38182,retweet,191,bootyface666
1547,7245,880728179824103426,38219,quote,648,janiah_edwards
1548,7244,1503878525119520773,38222,quote,277,TonyVsSosa
1549,9100,1522310622121054211,38229,retweet,209,pinkbarbiechain
1553,7241,1871827806,38317,quote,894,murdoc145
1558,7237,1556339698695606279,38393,quote,1225,OfficialLolo01
1566,237,849972728996151296,38698,reply,244,autumnlove_13
1567,7230,1649540562,38763,quote,1358,jaymendozas
1570,9096,1032757228552503298,38805,retweet,67,deszmyon
1573,7225,1123532297427460098,38910,quote,820,P1SCESCL0UD
1578,7220,1331054509821399042,38963,quote,103,beautyboiJ
1579,7219,1261134243855347712,38964,quote,1111,BarbiGangg
1580,7218,2905119988,38965,quote,469,haddie103
1581,9095,552876525,38980,retweet,3203,shoresophlouise
1583,7216,982881875353063425,39057,quote,432,Dre_prYCe
1586,7213,2197415937,39088,quote,70,RBtheMad
1587,7212,1403420291687239683,39098,quote,3941,ferthnands
1589,9094,1347337535765168129,39183,retweet,219,ari_popularr
1594,7206,1203766757128900610,39291,quote,267,neenchalant
1596,9093,1592933418614095874,39304,retweet,15,sweetnrgiaw
1597,9092,1356062975891812352,39305,retweet,879,freshkingcb_
1598,9091,832396692339171329,39314,retweet,2071,rm_souI
1602,9090,1555986958568005638,39372,retweet,455,Chloe__minaj
1603,9089,1225616564185182209,39379,retweet,50,joseflo15994741
1605,9088,1186475972893261824,39410,retweet,290,realraproom
1607,7199,702225768735059968,39438,quote,236,KneelB4Chris
1614,7196,488536969,39563,quote,672,AliGiovanni1
1617,7193,3923995467,39674,quote,142,jumpkevjump
1621,7189,2878828994,39711,quote,750,8TDon
1625,9083,553203079,39782,retweet,1323,californiaddl
1629,7183,358572149,39827,quote,432,_VertedIntro
1633,9081,1387508577267556358,39924,retweet,648,falafelluv3r
1636,7178,741622257399779328,39977,quote,2052,adzguwop
1640,9080,1616264879781838849,40033,retweet,25,Seliyah_4ever
1641,7174,1254493510130118656,40055,quote,739,slut4brina
1647,9078,1428762668350025729,40133,retweet,163,barbiexreup
1648,7170,1245225913752657925,40136,quote,521,miss_addressme
1653,7166,888026243550990336,40315,quote,174,Markkkgzen
1660,7160,3371297956,40472,quote,235,emmanueledet244
1661,9075,251193778,40479,retweet,874,_kbeckz
1664,9074,1112231130806153216,40533,retweet,151,MrHubertIouis
1669,7153,1520784618,40682,quote,260,PotterFave
1681,9072,335686779,40826,retweet,4189,toorawjones
1683,7143,2675685480,40838,quote,1188,itskyaryiah
1686,7140,1510196597929431044,40854,quote,125,reneeaddams
1688,9070,21982520,40931,retweet,391,toneeoh24
1689,7138,51863154,40956,quote,1895,MimieZaforas
1691,9069,1061629980,40983,retweet,1016,pomegranatecum
1692,9068,1544188141711626241,41006,retweet,351,COLD_DRANK_
1695,9067,83618305,41128,retweet,4253,_aquemini
1696,7134,163694581,41161,quote,1106,liljonofrom239
1697,7133,233036681,41165,quote,2358,A1rWick
1698,7132,960540769261096967,41166,quote,4592,REALBURTIIS
1702,9065,1379954500560117764,41262,retweet,537,outrotearslapss
1704,9064,1472998765879607296,41281,retweet,284,cupidcore4
1709,7125,1264069717691695104,41369,quote,,
1718,7118,878924300,41499,quote,553,rafvillan
1719,7117,322900755,41509,quote,1619,YxungLxmar
1721,7115,1213972251692765186,41516,quote,123,missbumbumxx
1726,9060,303372815,41618,retweet,932,Vibewdae_
1729,7108,1283935761843261441,41669,quote,2388,only1rema
1731,7107,1318600360148303873,41677,quote,121,ZhaneOkay
1743,7096,3228058932,41804,quote,50,ashlaughed
1745,9058,1069553977,41838,retweet,212,Andy_samaa
1751,7089,3300385160,42015,quote,28,gosindin
1752,9057,1096951526424281088,42026,retweet,298,fairy_khy
1755,9056,1166368776281108480,42078,retweet,4652,mvrtrez
1764,7082,1351398876125814784,42178,quote,735,MOCHASJISOO
1769,232,1029184593096781824,42256,reply,365,RaysPizzeria43
1772,7075,1004795767373094914,42309,quote,4503,ih8straightmen
1774,7074,124272828,42346,quote,337,mmmejia_12
1789,229,1453550783560142848,42656,reply,400,TraceyLa2
1790,7063,4770160747,42659,quote,269,David_z_z_z
1795,9047,708759733319114752,42858,retweet,357,jamal_morrow
1797,7058,1181206626,42918,quote,291,Taylor_Murray14
1802,9045,1522414857513017344,42956,retweet,132,katvalentne
1806,9044,243913199,43068,retweet,2257,theeopalqueen
1807,9043,864970759,43102,retweet,73,pappiiejay
1808,9042,460562507,43121,retweet,834,ng_pooka
1809,9041,25949084,43133,retweet,781,Jonathanjayden
1815,9039,1420539668387356673,43284,retweet,267,jrdnpineda
1818,9038,1855757678,43324,retweet,731,roselia_val
1820,228,4865602521,43337,reply,348,sxuvxge
1824,7042,715286093097250816,43450,quote,303,tcaukalu
1826,9037,1403832547868655699,43467,retweet,85,1_800_PURPLE
1831,9036,53403953,43551,retweet,3408,AstridMercury
1834,7034,1572295135,43610,quote,320,vahlehria_
1835,7033,364071722,43645,quote,1408,ayeetepox
1837,7032,2543802064,43705,quote,504,k_williams312
1838,7031,28509188,43707,quote,349,TheGregoryYorke
1842,7028,802362747228798976,43760,quote,261,h0neymulan
1846,7026,784778542169092098,43785,quote,2486,dono3000
1847,9031,1155807676087099392,43785,retweet,,
1848,7025,319901351,43800,quote,3202,benrezzy
1857,9029,710033095152504832,43931,retweet,1132,shabaxii
1858,9028,3304646089,43945,retweet,8777,BlackZdaddy86
1859,7017,3302799450,43970,quote,437,_fiiggs
1866,7013,304154528,44114,quote,877,Junes_Flyest
1869,7011,1546545140499730435,44128,quote,55,LordAlvinx
1871,7009,1299895887884431362,44148,quote,832,dystopicals
1877,7005,1221626220321705986,44296,quote,410,camrynbrooks_
1882,9022,3298669321,44340,retweet,723,ohhhitsjunior
1885,6998,928433409046740992,44413,quote,364,tresinterlude
1887,6996,1119793315568918528,44509,quote,116,Diviryu
1889,6995,64593653,44558,quote,487,RaeeeXOXO
1895,9021,1554835635818573826,44627,retweet,267,terratakes
1896,9020,1098522476194066432,44656,retweet,17039,Lloooydy
1901,9018,64020742,44807,retweet,2330,Mackin_Ent
1903,6987,602765929,44819,quote,443,P_VIBEZx
1906,9016,2433320906,44980,retweet,638,slippedanddyed
1907,6984,712734319,44992,quote,299,fredstyne
1908,9015,1609971386981945345,45014,retweet,59,yezification
1911,9014,3289731848,45068,retweet,1667,thecatxyone
1914,6979,1203011481228496896,45093,quote,2705,rubyswifie
1916,6977,887699096,45118,quote,727,keirramw_
1921,223,1310357738443231232,45210,reply,3465,behindthewheeI
1922,6972,340134905,45211,quote,412,LeoLegss
1933,6962,1002011670,45461,quote,640,ShaneAlejandro
1934,6961,4428676992,45472,quote,534,byrus
1942,9013,1059174288685711362,45582,retweet,1686,thechosendarx
1947,6950,1418416952,45634,quote,1052,Jackie_Rabbit_
1955,9012,30767914,45708,retweet,5627,TheDejaKing
1957,6941,817241934343204865,45772,quote,1096,JBM_Nova
1961,6938,3304495477,45889,quote,1215,H60DHero
1963,6936,1349844661,45902,quote,137,RyanJahanfar
1966,6933,3288650480,46007,quote,317,JordinStroman
1971,219,1019029184939790336,46080,reply,1031,jxrudyyy
1985,9007,1247619543985512454,46339,retweet,1399,D0JAMINAJ
1987,9006,44264063,46371,retweet,2504,SmooovNation
1990,6917,521262237,46450,quote,725,cig05238786
1992,6915,1562319924789669889,46472,quote,34,AstroZay6
1993,6914,425958751,46500,quote,2079,Gold_Minded_
1999,9003,1495227869970243585,46657,retweet,75,BBWDESTRUCTOR
2002,9002,958390288090849282,46729,retweet,190,homemade_prozac
2006,6904,333036958,46790,quote,2303,EnvyMyCharisma
2012,6901,1348538430809137152,46851,quote,351,JojoxSenju
2013,6900,432531525,46854,quote,294,baked_noodle
2019,8998,1455268154,46995,retweet,542,jojo_joram
2021,6893,1870822201,47027,quote,583,new_scents
2025,8995,1155980376390565889,47091,retweet,933,GalaxyStarsGirl
2026,218,17119319,47140,reply,1036,toxiclovefm
2029,6890,1210345185537875973,47187,quote,273,msk1mk
2030,8993,176666603,47218,retweet,1828,__MollyCyrus
2031,6889,1218587946753851395,47231,quote,138,zorosproperty
2033,8992,246594598,47255,retweet,6888,prettymirabby
2051,8989,280052408,47594,retweet,4428,Morgz_Taylor
2052,6873,537919746,47655,quote,536,_JoseHernandezz
2058,8988,105604632,47833,retweet,2232,iam_lanalynn
2063,6865,915423331897114624,47909,quote,597,rosaanguiano_
2066,6863,56720637,47960,quote,775,darroncito
2067,8986,894822095288512513,47964,retweet,7625,dadev0l
2072,8985,447601069,48017,retweet,3887,AzellaGardens
2076,6857,1003260076533035010,48086,quote,88,cig9xx
2081,6852,1507166175767240711,48174,quote,15,_wolfnika
2084,6850,243526216,48192,quote,554,___ItsJustMe
2091,6846,255814370,48361,quote,246,pineapple559
2093,6845,737468479918510081,48389,quote,673,jaedevi
2095,8977,1485281851484823563,48407,retweet,1912,dailytaylortea
2096,8976,1445032285095485440,48439,retweet,328,JohnnyS18516678
2097,8975,1535700018,48466,retweet,458,yousaiditbruh
2100,6841,754122632727977985,48657,quote,68,kingkunta70
2102,8974,4253358928,48686,retweet,7994,janetheeesq
2105,6837,1387479502658416643,48780,quote,20,Roger_V6
2118,6825,755560567163777024,49013,quote,369,kaaystackz
2120,6823,556555675,49062,quote,426,AntonBlurred
2122,6821,2190486403,49090,quote,671,ohsoo_loveable
2126,6818,1206727410634366976,49142,quote,235,KiptumMaru
2127,8971,2921199355,49152,retweet,452,LadyGaGuard666
2128,8970,3287083921,49242,retweet,,
2129,6817,312802839,49248,quote,1179,xoxomanij
2141,8967,200727553,49499,retweet,556,koily_kat91
2142,6808,474469741,49500,quote,3897,veltwitdafade
2151,8965,1404681128565485570,49885,retweet,489,keepchoppinn
2156,6798,453701254,49981,quote,1268,fantasyxpearls
2159,6796,2620852504,50105,quote,185,its_benjir
2163,8960,2730177849,50162,retweet,1013,_miasimone_
2168,8958,1118325921122004992,50421,retweet,40,claytonnieves_
2169,8957,2620185015,50435,retweet,532,avamxdison
2173,8956,2348029145,50501,retweet,318,dameonkingX
2176,8955,1537774591,50539,retweet,171,ariannaaguayo
2178,6785,1442396987484110849,50628,quote,27,lolerzdude
2185,6779,1273472618000236545,50744,quote,2371,ThiccFilA_
2186,6778,1507487222,50749,quote,640,skateboard__D
2187,8954,153216426,50793,retweet,726,Jair_Nava
2191,8953,1242626896971599872,50872,retweet,695,Rih_Anya
2193,6774,614126508,50903,quote,1793,reemteam23
2195,6772,1591581794817564672,50948,quote,55,ayebeecee_5
2197,6770,745420136,50970,quote,458,vincntvrs
2199,6769,1461496654931140610,51028,quote,163,afrocuntt
2201,6767,1327814529548488705,51053,quote,188,triviaisha
2202,6766,534840036,51108,quote,224,Cruz10A
2203,6765,52797418,51132,quote,930,HELMUTZERO
2206,6763,149293286,51205,quote,1107,KodiKodi2TIMES
2210,8950,2927237047,51245,retweet,542,aripsolehin9
2212,209,295020149,51264,reply,451,Whorfery
2217,6756,2790984662,51482,quote,2315,TheRealKnasstyy
2219,6754,1259956372650803200,51565,quote,456,sfxcuss
2223,8948,967548596492079105,51632,retweet,215,ya_nelyy
2230,8946,1541930683375157248,51800,retweet,537,BONNlEMARAJ
2238,208,954776328275931137,51909,reply,194,labreaaaaa
2241,6737,931440947505836032,51970,quote,719,raji_xo
2242,8944,1507876816136151047,51975,retweet,129,CleanistPossy
2246,6734,25932897,52037,quote,3169,rajifusama
2250,6731,1296122459679268864,52115,quote,165,barlosssses
2253,6728,1592305140022661120,52205,quote,18,p_garcia42
2254,6727,1035299424,52210,quote,1232,olaoluwa_adaghe
2256,8942,1078284516,52305,retweet,295,T_Alexander41
2259,6724,1112938540919390208,52364,quote,61,antmtzr
