Target,Source
1049139588978135040,1543274074297737221
1049362405011197953,1543274074297737221
1049553587473244160,1543274074297737221
1049733124182220809,1543274074297737221
1049818519,1079703644050583557
1050149977576607744,1520463281101717505
1050503128477396992,1543274074297737221
1050750865479540736,1543274074297737221
1050800191983546375,1543274074297737221
1051252122141040641,1543274074297737221
1051293420,1009652252448092160
1051505391215960064,1543274074297737221
1051568699533082625,2915176213
1051568699533082625,1090843991602393088
1051612394282254336,1543274074297737221
1051631410094706688,1543274074297737221
1051840338,1543274074297737221
1051936702967832576,1543274074297737221
1051939487180316676,1543274074297737221
1052110499108642816,1543274074297737221
1052260027258560512,526888369
1052285472460996608,1543274074297737221
1052606778,1543274074297737221
1052710797112213504,1543274074297737221
1052767566710468609,1543274074297737221
1053042003917897728,1543274074297737221
1053085287771967488,1543274074297737221
1053208325951766528,1543274074297737221
1053370299738140673,1543274074297737221
1053466033,1543274074297737221
105348209,1543274074297737221
1053482751410741248,1543274074297737221
1053561426,1543274074297737221
1053685406745706496,1543274074297737221
1053733871601283073,1543274074297737221
1054105541683884032,1543274074297737221
1054314852,1543274074297737221
1054336590745464832,100386596
1054336590745464832,1433234101792768011
1054984268965916672,1543274074297737221
1055643818853310464,1543274074297737221
1055686806316888065,1543274074297737221
1055898066669178880,1543274074297737221
1055992553424777224,1543274074297737221
105604632,246594598
1056063012237242368,1543274074297737221
1056131815,1543274074297737221
1056141210,1543274074297737221
1056204418591350784,1543274074297737221
1056408309203226624,1543274074297737221
1056452762374889472,1098847515896569856
1056452762374889472,700753796817747968
1056489397959352320,3246918007
1056495897524154368,1543274074297737221
1056594231895228416,1614021398
1056594231895228416,1122730713181237248
1056594231895228416,74042594
1056594231895228416,365730509
1056717222184448006,1536004983883431936
1056717222184448006,1306597194561019910
1056717222184448006,1543274074297737221
1056886264207720448,2722776014
1056886264207720448,1543274074297737221
1057028068848496640,1543274074297737221
1057077312565301248,1543274074297737221
1057144387,1034483406636232705
1057144387,960389176049811458
1057160545781014528,594702958
1057307079709351937,1543274074297737221
1057409689938546689,461257639
105759317,1367094360291086337
1057667516678336515,1543274074297737221
1057942682,1543274074297737221
1058057331047522304,1543274074297737221
1058096609706291201,1543274074297737221
1058428356276948992,1543274074297737221
1058519121774698496,1543274074297737221
1058636766150717440,1543274074297737221
1058750313996279808,1543274074297737221
105895642,1543274074297737221
1059110893,346072014
1059174288685711362,404798825
1059258655630069760,1310357738443231232
1059258655630069760,1470254915570188288
1059381115968868353,1543274074297737221
1059397778571440128,1543274074297737221
1059425577126584320,758452485329674241
1059526948639125506,461257639
1059526948639125506,236516271
1059526948639125506,1090843991602393088
1059526948639125506,186823252
1059526948639125506,30980745
1059526948639125506,715666171345911809
1059526948639125506,99637691
1059526948639125506,1534286158636544000
1059526948639125506,1272265201686110208
1059526948639125506,1198695585781403648
1059526948639125506,1127282936884137985
1059526948639125506,1370896210274496514
1059590095932518400,1543274074297737221
1059650822038970373,1543274074297737221
1059872963598503936,1543274074297737221
1060037742808068096,1543274074297737221
1060067711072391168,1543274074297737221
1060307293428867072,1543274074297737221
1060485720098377730,4430234265
1060485720098377730,1125380977054879745
1060485720098377730,583073897
1060632541680623616,1543274074297737221
1060695142326165504,1543274074297737221
1060850783929933825,1543274074297737221
1060925270952161281,1543274074297737221
1061021035410194432,985644970727104512
1061136577,1543274074297737221
1061315029860052992,1543274074297737221
1061391585257041920,1543274074297737221
1061629980,2560686942
1061763301770637312,1543274074297737221
1061787548413054976,1543274074297737221
1061831475413311488,1543274074297737221
1061984056454209536,1543274074297737221
1062045954013102081,1543274074297737221
1062326880,1543274074297737221
1062609457782370304,1543274074297737221
1062647252802506754,1543274074297737221
1062797613035085829,1543274074297737221
1062842008199458823,1543274074297737221
1063120806,1373388969451347986
1063287511546515456,1543274074297737221
1063474683297722373,980292082861359105
1063474683297722373,1106014223983755266
1063543647604432898,1543274074297737221
1063571326315696128,1524018627552370692
1064241000074231808,1543274074297737221
1064475755705323521,1543274074297737221
1064501876530470912,1029698200750288896
1064531536341430272,1543274074297737221
106459484,1543274074297737221
1064646171623374848,1543274074297737221
1064708729013194752,1543274074297737221
1064883346591801344,1543274074297737221
1064886726,3287083921
1064886726,1562319924789669889
1065221529728892928,2792392424
1065263278715072513,1543274074297737221
1065374663847673863,1543274074297737221
1065437538,2557251823
1065437538,724840995607695361
1065756679,1199195215216574464
1065756679,1962613400
1065769316979593216,828577668576731136
1065769316979593216,321078414
1065781091104186368,1543274074297737221
1065782925642338304,1543274074297737221
1065878822027878400,724840995607695361
1066000196369293312,1543274074297737221
1066175457958248449,1543274074297737221
1066206506922602497,1543274074297737221
1066298746764500993,1171088302079959040
1066431162938208256,1020781831
1066443440894943233,1543274074297737221
1066492285624307712,2807004182
1066744116342607873,1543274074297737221
1066744541422788608,1543274074297737221
1067225975140823040,1543274074297737221
1067275677660049408,1543274074297737221
1067393131002380290,1543274074297737221
1067442469,1543274074297737221
1067517186,709164103663652864
1067517186,559026435
1067569712199016449,1543274074297737221
1067653566892957696,1543274074297737221
1067664345323134977,1543274074297737221
1067916683715727360,1543274074297737221
1068000493413134338,1212568515632230402
1068000493413134338,3373497689
1068129680,2260263080
1068357664936054784,1543274074297737221
1068519439212003331,1543274074297737221
1068548335458557952,757594555030142976
1068891786641321984,1543274074297737221
1069230088120483840,1543274074297737221
1069429774915760128,1543274074297737221
1069481588415758337,1543274074297737221
1069553977,786266287055917056
1069604096749891584,1543274074297737221
1069656766378500096,1543274074297737221
1069700378982301700,1543274074297737221
1069715564648640512,1543274074297737221
1069933267388952576,989175391322628096
1070009897759195136,1543274074297737221
1070050302508838912,1206727410634366976
1070340175429914624,364201038
1070340175429914624,940211807733538816
1070450066664640512,1543274074297737221
1070485671310176256,1171517596417449984
1070516547133685762,1543274074297737221
1070603991212449794,1543274074297737221
1070738150371278850,343550851
1070738150371278850,757594555030142976
1070738150371278850,1095383399869620224
1070738150371278850,1217721007164788738
1070797461520900101,1543274074297737221
1070907161008619521,1543274074297737221
1071076373681254400,1543274074297737221
1071120202283270144,1543274074297737221
1071203711098195968,1543274074297737221
1071306646641655809,1543274074297737221
1071603281225506816,1460296508247584770
1071603281225506816,852641232056700928
1071603281225506816,1581332778909679617
1071603378625613824,1543274074297737221
1071674963768344577,1324740006846423040
1071674963768344577,1543274074297737221
1071942084574281728,1543274074297737221
1072153976169226240,1543274074297737221
1072237285331136512,1543274074297737221
1072367561982033926,1119793315568918528
1072551333268459520,1543274074297737221
1072650640181084160,1543274074297737221
1072798416,1543274074297737221
1073032470344404992,1291030202353508354
1073098410599710721,1543274074297737221
1073213721055350785,1199002480639533057
1073287303081152513,2588264697
1073287303081152513,1288232576348385281
1073296491610075183,1543274074297737221
1073357120458891265,1543274074297737221
1073605820338847744,1543274074297737221
1073655906666205190,1216850977569038336
1073802762,1543274074297737221
1073817260161036289,1543274074297737221
1073905434271064064,1216850977569038336
1074054830434467842,1357341829268578304
1074054830434467842,1453550783560142848
1074054830434467842,1543274074297737221
1074054830434467842,990824025889820673
1074109332424400901,1198695585781403648
1074109332424400901,1426264727286599685
1074278069844762624,1543274074297737221
1074317919092424704,1543274074297737221
1074410103527358466,1543274074297737221
1074429679128494081,1543274074297737221
1074784767994970114,1543274074297737221
1074890679451553792,1543274074297737221
1075116637731188736,1543274074297737221
1075274729987092480,1543274074297737221
1075280966,1543274074297737221
1075591765061623810,1543274074297737221
1075706553272012800,1543274074297737221
1075824218,278018917
1075824218,466624261
1075926612254826496,1367094360291086337
1075926612254826496,888902391038451714
1075926612254826496,778774483087745024
1076119023438434304,724840995607695361
1076119023438434304,1488859483703066626
1076119023438434304,1303731320825221120
1076119023438434304,559026435
1076119023438434304,1184508107503915008
1076119023438434304,964448145852821504
1076147555094786048,1543274074297737221
1076178309350862848,1543274074297737221
1076365324822274048,1543274074297737221
1076533081,1543274074297737221
1076612152402821120,1543274074297737221
1076952961362857984,1543274074297737221
1076955476250816519,1543274074297737221
1076961194697805824,1543274074297737221
1077045022711664640,1543274074297737221
1077187190436884481,1543274074297737221
1077289663688204288,2393918623
1077289663688204288,1488859483703066626
1077289663688204288,559026435
1077289663688204288,826191290
1077289663688204288,75935589
1077362990188560385,1543274074297737221
1077738696059822080,1543274074297737221
1077740802246242304,1543274074297737221
1077864804763742208,973153001849479169
1077918716,1543274074297737221
1077933714,1543274074297737221
1078205094657748992,150445570
1078284516,53152954
1078284516,543044567
1078541803299786752,1543274074297737221
1078715127871037441,1543274074297737221
1078786909659385856,1639078278
1078786909659385856,755376587034488832
1078884120472649728,1543274074297737221
1078887394860969985,1551855818857148416
1078887394860969985,2290379322
1078887394860969985,1331336719812136960
1078887394860969985,3156860298
1078887394860969985,1536004983883431936
1078887394860969985,2496179814
1078887394860969985,1184814992882683904
1078887394860969985,1317721729762914304
1078887394860969985,1157622463661928448
1078887394860969985,1020372352222318593
1078887394860969985,2227363923
1078887394860969985,931304775714557952
1078887394860969985,1345549880513720320
1078887394860969985,1543274074297737221
1078887394860969985,3074162506
1078887394860969985,1294537538154233858
1078887394860969985,4133966008
1078887394860969985,1348068878652473344
1078887394860969985,2168376014
1078887394860969985,1022944129494528006
1078887394860969985,1027244697213972481
1078887394860969985,3098431476
1079093230887624705,1543274074297737221
1079204665982500864,1381208533153239046
1079204665982500864,1543274074297737221
1079204665982500864,3156860298
1079246382664314881,1543274074297737221
1079429535140012032,1558853420240732160
1079703644050583557,931207459737235456
1079703644050583557,1049818519
1079703644050583557,749478014
1079778019718254604,25932897
1079814350,1412452687
1079865035239968768,1525291600230109185
1079958147614367745,81442678
1079958147614367745,59199817
1080064190264430592,1543274074297737221
1080391955287298049,1543274074297737221
1080481993920397312,1543274074297737221
1080519741041754112,1543274074297737221
1080551156,1543274074297737221
1080642245605380096,1543274074297737221
1080683282537287681,1367094360291086337
1080683282537287681,364459449
1080683282537287681,559026435
1080683282537287681,3298669321
108069023,1543274074297737221
1080771640147857408,26468615
1080771640147857408,2927237047
1080815048698875904,1543274074297737221
1080975121668624385,1890991856
1081165335531642882,1543274074297737221
1081275404760027137,1543274074297737221
1081322506387099648,1543274074297737221
1081374171869913088,1059526948639125506
1081374171869913088,1367094360291086337
1081374171869913088,1272265201686110208
1081374171869913088,348019156
1081374171869913088,357965339
1081400288949481473,1543274074297737221
1081446685375553536,1543274074297737221
1081494686995496960,1222765242330955777
1081754918510383104,1543274074297737221
1081760042360233984,948751451106562048
1081760042360233984,1067517186
1081760042360233984,53152954
1081760042360233984,32193772
1081806710,1543274074297737221
1081980708778840064,1543274074297737221
1082184165532024832,1543274074297737221
1082284508,1543274074297737221
1082392616216526850,1543274074297737221
1082420680287637504,1543274074297737221
1082584793152249856,1543274074297737221
1082633244,849555128
1082633244,1420023765732319238
1082761492196483075,1492275977216483331
1082802817658773506,1543274074297737221
1082915695967428610,1543274074297737221
1083117579609296896,1543274074297737221
1083371831027855360,1543274074297737221
1083466773440139270,967723819363454976
1083637368865746944,1543274074297737221
1083725157254991872,1543274074297737221
1084141740808843264,1543274074297737221
1084177832589357056,4822031675
1084427200290570241,1208493172873191424
1084500550853496833,1543274074297737221
1084613761,1025163420612476928
1084643663676874752,1543274074297737221
1084663702845116421,1543274074297737221
1084819086398304256,1543274074297737221
1084924209946603520,753991213074804741
1085044616792080384,1543274074297737221
1085466557734629377,1543274074297737221
1085602953040486400,1543274074297737221
1085941845899661312,724840995607695361
1086151652569214976,1543274074297737221
1086246446905548800,1489585171
1086257395964104705,1543274074297737221
1086535169761148929,1543274074297737221
1086629989729079296,1543274074297737221
1086683976473948160,895245446213496832
1086683976473948160,4893714659
1086894244583731205,1543274074297737221
1087008856331436032,1543274074297737221
1087086613488959488,1543274074297737221
1087096039591559168,1543274074297737221
1087208945259823104,1543274074297737221
1087462154792460288,1543274074297737221
1087667216475054080,1543274074297737221
1087763503484674049,1185042795482025984
1088258783036370945,1543274074297737221
1088386663074525185,1155980376390565889
1088386663074525185,1290914619507142657
1088386663074525185,1205744922546053120
1088386663074525185,995443037563125763
1088534671267430400,1543274074297737221
1088780242330603521,1268573927694929922
1088784973476364288,1543274074297737221
1088864828402397184,1235155041989931008
1088935113562435587,1543274074297737221
1089079998709882880,1543274074297737221
1089236024742633474,1543274074297737221
1089366789962768384,1543274074297737221
1089534527821631488,1126370613583499264
1089613004,1543274074297737221
1089615635439673344,1234948682568683521
1089635075254308866,1543274074297737221
1089959767433535489,1543274074297737221
1090042339916165120,1543274074297737221
1090098294032785408,1543274074297737221
1090259349438513159,1972313190
1090326492146393088,1543274074297737221
1090756064189001728,312802839
1090756064189001728,1370896210274496514
1090756064189001728,59199817
1090756064189001728,1176233392444190720
1090756064189001728,1426264727286599685
1090756064189001728,711746550
1090769785556590594,1543274074297737221
